sentence_id,text
0,"If you are in any doubt about this Addendum, you should consult your stockbroker, bank manager, solicitor, professional accountant or other professional adviser."
1,"This Third Addendum forms an integral part of and should be read in conjunction with the Prosp ectus dated 19 September 2022 , the First Addendum dated 1 February 2023 and the Second Addendum dated 28 April 2023."
2,"The Stock Exchange of Hong Kong Limited, Hong Kong Exchanges and Clearing Limited, Hong Kong Securities Clearing Company Limited and the Securities and Futures Commission take no responsibility for the contents of this document, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of the contents of this document."
3,Authorization by the Securities and Futures Commission is not a recommendation or endorsement of TraHK nor does it guarantee the commercial merits of TraHK or its performance.
4,It does not mean TraHK is s uitable for all investors nor is it an endorsement of its suitability for any particular investor or class of investors.
5,"The performance of TraHK, the Net Asset Value per Unit and the performance by the Manager and the Trustee of their respective obligatio ns are not guaranteed by the HKSAR Government."
6,The HKSAR Government has given no guarantee or assurance that the investment objective of TraHK will be met.
7,"TRACKER FUND OF HONG KONG a Hong Kong unit trust authorized under Section 104 of the Securities and Futures Ordinance (Cap 571) of Hong Kong (HKD Counter Stock Code: 2800 / RMB Counter Stock Code: 82800) Third Addendum Dated 4 September 2023 To the Prospectus Dated 19 September 2022 This Third Addendum forms an integra l part of and should be read in conjunction with the prospectus dated 19 September 2022 , the First Addendum dated 1 February 2023 and the Second Addendum dated 28 April 2023 (together, the ""Prospectus"") in relation to Tracker Fund of Hong Kong (""TraHK"")."
8,All information contained in the Prospectus is deemed to be incorporated herein.
9,"In the case of any conflict between this Third Addendum and the Prospectus, this Third Addendum shall prevail."
10,Words and expressions not specifically defined herein will bear the same meanings as those attributed to them in the Prospectus.
11,The Prospectus is hereby amended and supplemented as follows: 1.
12,"The sub-section entitled “ The Manager” under the section entitled “Management and Administration” of the Prospect us shall be deemed to be deleted and replaced with the following: “The Manager The Manager is a wholly -owned subsidiary of Hang Seng Bank Limited, a bank holding company in Hong Kong whose shares are traded on the Stock Exchange (0011.HK)."
13,"The Manager, the investment division of Hang Seng Bank Limited, is a Hong Kong-based asset management company specialising in managing funds related to mainland China and Hong Kong markets."
14,The Manager is committed to providing investors with comprehensive investment management services through investment managers with extensive experience in managing funds (including a series of exchange -traded funds and retail funds) and investment portfolios for institutional and private clients.
15,"The Manager is a leading home- grown ass et manager in Hong Kong, with extensive market leading asset management experience since its incorporation in Hong Kong in April 1993."
16,"The directors of the Manager are Wai Man Vivien Chiu , Wah Lun Rannie Lee , Say Pin Saw, Ka Wai Kathy Cheung, Pui Shan Lee, Wing Fai Wilfred Sit and Stuart Kingsley White.” 2."
17,"The sub-section entitled “Directors of the Manager ” under the section entitled “PARTIES INVOLVED IN THE OFFERING” of the Prospectus shall be deemed to be deleted and replaced with the following: “ Directors of the Manager Wai Man Vivien Chiu Wah Lun Rannie Lee Say Pin Saw Ka Wai Kathy Cheung Pui Shan Lee Wing Fai Wilfred Sit Stuart Kingsley White” The Manager accepts full responsibility for the accuracy of the information contained in this Third Addendum as at the date of publication and confirms, having made all reasonable enquiries, that to the best of its knowledge and belief there are no other f acts the omission of which would make any statement in this Third Addendum misleading."
