sentence_id,text
0,_______________________________________ # The ongoing charges figure for the HSI ETF is based on expenses for the year ended 31 December 2024.
1,This figure may vary from year to year.
2,It represents the sum of the ongoing expenses chargeable to the HSI ETF expressed as a percentage of the average Net Asset Value.
3,## This is the actual tracking difference of the calendar year ended 31 December 2024.
4,Investors should refer to the website of the HSI ETF for more up-to-date information on actual tracking difference.
5,Product Key Facts iShares Core Hang Seng Index ETF BlackRock Asset Management North Asia Limited 30 June 2025 This is a passive exchange traded fund.
6,This statement provides you with key information about this product.
7,This statement is a part of the Prospectus.
8,You should not invest in this product based on this statement alone.
9,"Quick facts Stock code: 09115 USD counter 03115 HKD counter 83115 RMB counter Trading lot size: 100 units (for USD, HKD and RMB counters) Manager: BlackRock Asset Management North Asia Limited Sub-Managers: BlackRock (Singapore) Limited (internal delegation, Singapore) BlackRock Investment Management (UK) Limited (internal delegation, United Kingdom) BlackRock Japan Co., Ltd."
10,"(internal delegation, Japan) Trustee, Registrar and Custodian: HSBC Institutional Trust Services (Asia) Limited Ongoing charges over a year#: 0.09% Tracking difference of the -0.23% last calendar year##: Underlying Index: Hang Seng Index (net total return version) Base currency: Hong Kong dollars (HKD) Trading currency: USD, HKD, RMB Financial year end of this fund: 31 December Distribution policy: Semi-annually, at the Manager’s discretion ( usually in May/June and November/December each year) (if any)."
11,Distributions may be made out of capital or effectively out of capital as well as income at the Manager’s discretion.
12,All units will receive distributions in the Base Currency (HKD) only .
13,Please refer to “Distributions payable out of capital or effectively out of capital risk” on page 6 below.
14,iShares Core Hang Seng Index ETF 2 ETF website: www.blackrock.com/hk (Please refer to the section Additional Information on how to access the product webpage) What is this product?
15,This is a fund constituted in the form of a unit trust established under Hong Kong law and is a sub- fund of the iShares Asia Trust.
16,The units of the iShares Core Hang Seng Index ETF (the “ HSI ETF”) are listed on The Stock Exchange of Hong Kong Limited (“ SEHK”).
17,These units are traded on SEHK like listed stocks.
18,The HSI ETF is a passively managed index tracking ETF falling under Chapter 8.6 of the Code on Unit Trust and Mutual Funds.
19,"Objective and Investment Strategy Objective The HSI ETF aims to provide investment results that, before fees and expenses, closely correspond to the performance of the Hang Seng Index (net total return version) (the “Underlying Index”)."
20,Investment Strategy The HSI ETF is a passively managed fund.
21,"It adopts a representative sampling investment strategy to achieve its investment objective by investing in a portfolio of securities featuring high correlation with the Underlying Index, such that as far as possible and practicable the portfolio will consist of the component securities of the Underlying Index."
22,The HSI ETF will invest primarily in securities included in the Underlying Index.
23,"The HSI ETF may from time to time hold securities that are not included in the Underlying Index in circumstances which are independent of the Manager, including where trading in a constituent security has been suspended, such holding results from a corporate action of a constituent security, or the portfolio is being rebalanced in anticipation or response to a rebalance of the Underlying Index."
24,"The HSI ETF may also invest in investments including futures contracts, index futures contracts, options on futures contracts and options related to the Underlying Index, local currency and forward currency exchange contracts, swaps and cash and cash equivalents for both non -hedging purposes and hedging purposes, which the Manager believes will help the HSI ETF achieve its investment objective."
25,The HSI ETF may invest in financial derivative instruments (“FDIs”) for non- hedging purposes subject to the limit that the HSI ETF’s net derivative exposure does not exceed 50% of the HSI ETF’s NAV.
26,The Manager may switch between the representative sampling and the full replication investment strategies without notice to investors and in its absolute discretion.
27,A full replication investment strategy involves investing in substantially all the securit ies (either directly or indirectly) in substantially the same weightings as those securities comprised in the Underlying Index.
