id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03478_qa_00001,03478,en,What are the key trading and ongoing costs for ETF 03478?,"Please refer to “Ongoing fees payable by the Sub-Fund” below and the Prospectus for details. In the event that the relevant Unitholder has no USD account, the Unitholder may have to bear the fees and charges associated with the conversion of such dividend from USD into HKD or any other currency. Quick facts Stock codes: 9478 – USD counter (Listed Distribution Units) 3478 – HKD counter (Listed Distribution Units) Trading lot size: 50 Units – USD counter 50 Units – HKD counter Manager: Premia Partners Company Limited",03478_Product_Key_Facts.csv,4.0,fees_charges
03478_qa_00002,03478,en,Which risks could cause losses for ETF 03478 investors?,The estimated ongoing charges do not represent the estimated tracking error. Saudi Arabia concentration and emerging market risks Saudi Arabia concentration risk - The Sub -Fund’s investments are concentrated in Saudi Arabia.,03478_Product_Key_Facts.csv,10.0,key_risks
03478_qa_00003,03478,en,What index does ETF 03478 track?,The ETF tracks iBoxx Tadawul Government & Agencies Sukuk Index (SAR Unhedged) TRI.,multi_csv_aggregate,,fact_extraction
03478_qa_00004,03478,en,How are futures/options/warrants addressed in ETF 03478 documentation?,Vendor codes Bloomberg: IBXXTGA4 Index Use of derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub-Fund’s net asset value What are the key risks? Premia ETF Series (a Hong Kong umbrella unit trust authorised under Section 104 of the Securities and Futures Ordinance (Cap.,03478_GEM.csv,13.0,derivatives
03478_qa_00005,03478,en,What are the key risks investors should know for ETF 03478?,"Emerging market risk - Saudi Arabia is an emerging market and may involve increased risks and special considerations not typically associated with investment in other developed markets, such as liquidity risks, currency risks/control, political and economic uncertainties, legal and taxation risks, settlement risks, custody risk and the likelihood of a high degree of volatility. The estimated ongoing charges do not represent the estimated tracking error.",03478_Product_Key_Facts.csv,10.0,key_risks
03478_qa_00006,03478,zh-HK,這隻ETF在文件中如何規範期貨、期權及認股權證（03478）？,根據基金文件：Vendor codes Bloomberg: IBXXTGA4 Index Use of derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub-Fund’s net asset value What are the key risks? Premia ETF Series (a Hong Kong umbrella unit trust authorised under Section 104 of the Securities and Futures Ordinance (Cap.,03478_GEM.csv,13.0,derivatives_zh
03478_qa_00007,03478,zh-HK,這隻ETF的交易與持有成本有哪些（03478）？,"根據基金文件：Please refer to “Ongoing fees payable by the Sub-Fund” below and the Prospectus for details. In the event that the relevant Unitholder has no USD account, the Unitholder may have to bear the fees and charges associated with the conversion of such dividend from USD into HKD or any other currency. Quick facts Stock codes: 9478 – USD counter (Listed Distribution Units) 3478 – HKD counter (Listed Distribution Units) Trading lot size: 50 Units – USD counter 50 Units – HKD counter Manager: Premia Partners Company Limited",03478_Product_Key_Facts.csv,4.0,fees_charges_zh
03478_qa_00008,03478,en,What dual-counter risks should investors know for ETF 03478?,Index CSI Caixin Rayliant Bedrock Economy Index Type of Index Total return Listing Date (SEHK) 24 October 2017 Exchange Listing SEHK – Main Board Stock Code 09803 – USD counter 02803 – HKD counter Trading Board Lot Size 500 Units – USD counter 500 Units – HKD counter Base Currency Renminbi (RMB) Trading Currency Hong Kong dollars (HKD) United States dollars (USD) Distribution Policy The Manager intends to pay distributions to Unitholders at least annually (in July each year). Dual counter risks Premia BOCHK Saudi A,03478_Product_Key_Facts.csv,4.0,currency_counter
03478_qa_00009,03478,zh-HK,哪些風險可能導致這隻ETF出現虧損（03478）？,根據基金文件：The estimated ongoing charges do not represent the estimated tracking error. Saudi Arabia concentration and emerging market risks Saudi Arabia concentration risk - The Sub -Fund’s investments are concentrated in Saudi Arabia.,03478_Product_Key_Facts.csv,10.0,key_risks_zh
03478_qa_00010,03478,en,How does low NAV affect termination risk for ETF 03478?,"The Manager shall consider any subscription, switch or redemption application received during the period of suspension (that has not been otherwise withdrawn) as having been received immediately following the termination of the suspension. If the Manager has not received any such notification of withdrawal of such Application before termination of such suspension, the Trustee shall, subject to and in accordance with the provisions of the Trust Deed, create and issue Listed Class of Units or redeem Listed Class of U",03478_Product_Key_Facts.csv,163.0,termination
03478_qa_00011,03478,en,What currency-related trading considerations apply to ETF 03478?,"Information Available on the Internet The Manager will publish important news and information with respect to each Sub-Fund (including in respect of the relevant Index), in the English and Chinese languages (unless otherwise specified), on the following website www.premia-partners.com (which has not been reviewed by the SFC) and, where applicable, HKEx’s website www.hkex.com.hk including: (a) this Prospectus and the Product Key Facts Statement in respect of each of the Sub -Funds (as revised from time to time); (b)",03478_Product_Key_Facts.csv,4.0,currency_counter
03478_qa_00012,03478,en,Are dividend payouts guaranteed for ETF 03478?,This statement provides you with key information about the Listed Distribution Units in Premia BOCHK Saudi Arabia Government Sukuk ETF. The Sub-Fund offers both the Listed Class of Units (Listed Distribution Units) and the Unlisted Class of Units (Unlisted Distribution Units). This statement contains information about the offering of the Listed Distribution Units.,03478_Product_Key_Facts.csv,0.0,dividend
03478_qa_00013,03478,en,"Does ETF 03478 use derivatives, and what are the limits?",Inform market of material information Link to HKEXnews 62 Dashan Education Holdings Limited (9986) ^ 28-Nov-2025 27-May-2027 Approval of resumption by Securities and Futures Commission (SFC) Link to HKEXnews Posted on 31 March 2026 No Long suspended Main Board companies Date of suspension End date of remedial period Resumption conditions or guidance / Major issues to be addressed Announcements published by the company 63 Arrail Group Limited (6639) 1-Dec-2025 31-May-2027 1. Approval of resumption by Securities and,03478_GEM.csv,13.0,derivatives
03478_qa_00014,03478,zh-HK,這隻ETF的產品資料概要重點風險有哪些（03478）？,"根據基金文件：Vendor codes Bloomberg: IBXXTGA4 Index Use of derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub-Fund’s net asset value What are the key risks? Investments in Saudi Arabia may be less liquid and experience greater volatility than investments in other developed markets due to generally lower trading volumes, smaller market capitalisations of companies and potential settlement difficulties in Saudi Arabia, which may adversely affect the value of the Sub-Fund.",03478_Product_Key_Facts.csv,10.0,key_risks_zh
03478_qa_00015,03478,zh-HK,這隻ETF是否使用衍生工具，以及有甚麼限制（03478）？,根據基金文件：Inform market of material information Link to HKEXnews 62 Dashan Education Holdings Limited (9986) ^ 28-Nov-2025 27-May-2027 Approval of resumption by Securities and Futures Commission (SFC) Link to HKEXnews Posted on 31 March 2026 No Long suspended Main Board companies Date of suspension End date of remedial period Resumption conditions or guidance / Major issues to be addressed Announcements published by the company 63 Arrail Group Limited (6639) 1-Dec-2025 31-May-2027 1. Approval of resumption by Securities and,03478_GEM.csv,13.0,derivatives_zh
03478_qa_00016,03478,zh-HK,這隻ETF的基礎貨幣是甚麼（03478）？,根據基金文件：The base currency is Saudi Arabian Riyal (SAR) Trading currency: United States dollars (USD) Hong Kong dollars (HKD).,multi_csv_aggregate,,fact_extraction_zh
