id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03029_qa_00001,03029,en,What are the key trading and ongoing costs for ETF 03029?,"the management fee) shall be borne by the Manager and shall not be charged to the Sub-Fund. Objective and investment strategy Objective The Sub-Fund seeks to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the HSI ESG Enhanced Index (the “Underlying Index”). Administrator: Citibank, N.A., Hong Kong Branch Ongoing charges over a year*: 0.29% Tracking difference of the last calendar year^: -0.33% Underlying Index: HSI ESG Enhanced Index Base currency: H",03029_PRODUCT_KEY_FACTS 2.csv,5.0,fees_charges
03029_qa_00002,03029,en,Which risks could cause losses for ETF 03029 investors?,"General investment risk The Sub-Fund’s investment portfolio may fall in value due to any of the key risk factors below and therefore your investment in the Sub-Fund may suffer losses. The Net Asset Value of the Sub-Fund is therefore likely to be more volatile than a broad-based fund, such as a global or regional fund, as the Underlying Index is more susceptible to fluctuations in value resulting from adverse economic, political, policy, foreign exchange, liquidity, tax, legal or regulatory event affecting the Great",03029_PRODUCT_KEY_FACTS 2.csv,83.0,key_risks
03029_qa_00003,03029,en,What is the stock code of ETF 03029?,The stock code is 3029 Trade lot size: 50 Units.,multi_csv_aggregate,,fact_extraction
03029_qa_00004,03029,en,How are futures/options/warrants addressed in ETF 03029 documentation?,"The Manager may invest no more than 10% of the Sub-Fund’s Net Asset Value in futures for investment and hedging 3 purposes, where the Manager believes such investments will help the Sub-Fund achieve its investment objective and are beneficial to the Sub-Fund. The futures in which the Sub- Fund may invest will be index futures to manage the Sub-Fund’s exposure to the Underlying Index constituents, such as Hang Seng Index futures.",03029_GEM 2.csv,13.0,derivatives
03029_qa_00005,03029,en,What are the key risks investors should know for ETF 03029?,"Tracking error risk The Sub-Fund may be subject to tracking error risk, which is the risk that its performance may not track that of the Underlying Index exactly. General investment risk The Sub-Fund’s investment portfolio may fall in value due to any of the key risk factors below and therefore your investment in the Sub-Fund may suffer losses.",03029_PRODUCT_KEY_FACTS 2.csv,83.0,key_risks
03029_qa_00006,03029,zh-HK,這隻ETF在文件中如何規範期貨、期權及認股權證（03029）？,"根據基金文件：The Manager may invest no more than 10% of the Sub-Fund’s Net Asset Value in futures for investment and hedging 3 purposes, where the Manager believes such investments will help the Sub-Fund achieve its investment objective and are beneficial to the Sub-Fund. The futures in which the Sub- Fund may invest will be index futures to manage the Sub-Fund’s exposure to the Underlying Index constituents, such as Hang Seng Index futures.",03029_GEM 2.csv,13.0,derivatives_zh
03029_qa_00007,03029,zh-HK,這隻ETF的交易與持有成本有哪些（03029）？,"根據基金文件：the management fee) shall be borne by the Manager and shall not be charged to the Sub-Fund. Objective and investment strategy Objective The Sub-Fund seeks to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the HSI ESG Enhanced Index (the “Underlying Index”). Administrator: Citibank, N.A., Hong Kong Branch Ongoing charges over a year*: 0.29% Tracking difference of the last calendar year^: -0.33% Underlying Index: HSI ESG Enhanced Index Base currency: H",03029_PRODUCT_KEY_FACTS 2.csv,5.0,fees_charges_zh
03029_qa_00008,03029,en,What dual-counter risks should investors know for ETF 03029?,"Subject to applicable regulatory requirements, the Manager intends to use its best endeavours to put in place arrangements so that there is at least one market maker for each Investment Fund and, for each Investment Fund with a Dual Counter or Multi-Counter, one market maker for Listed Class of Units traded in each counter, to facilitate efficient trading. 571) of Hong Kong) Global X MSCI China ETF (USD Counter Stock Code: 9040 HKD Counter Stock Code: 3040) Global X Hang Seng High Dividend Yield ETF (RMB Counter St",03029_PRODUCT_KEY_FACTS 2.csv,5.0,currency_counter
03029_qa_00009,03029,zh-HK,哪些風險可能導致這隻ETF出現虧損（03029）？,"根據基金文件：General investment risk The Sub-Fund’s investment portfolio may fall in value due to any of the key risk factors below and therefore your investment in the Sub-Fund may suffer losses. The Net Asset Value of the Sub-Fund is therefore likely to be more volatile than a broad-based fund, such as a global or regional fund, as the Underlying Index is more susceptible to fluctuations in value resulting from adverse economic, political, policy, foreign exchange, liquidity, tax, legal or regulatory event affecting the Great",03029_PRODUCT_KEY_FACTS 2.csv,83.0,key_risks_zh
03029_qa_00010,03029,en,How does low NAV affect termination risk for ETF 03029?,"In the event of the early termination of an Investment Fund, the Investment Fund would have to distribute to the Unitholders their pro rata interest in the assets of the Investment Fund in accordance with the Trust Deed. During the suspension: (a) there shall be no determination of the Net Asset Value of the relevant Investment Fund or the Issue Price or Subscription Price (as the case may be) or the Realisation Price of Units in the relevant class; (b) no Application shall be made by any of the Participating Deale",03029_PRODUCT_KEY_FACTS 2.csv,138.0,termination
03029_qa_00011,03029,en,What currency-related trading considerations apply to ETF 03029?,"Where the Unit of an Investment Fund is traded in two eligible currencies, the facility is referred to as a “Dual Counter”. Subject to applicable regulatory requirements, the Manager intends to use its best endeavours to put in place arrangements so that there is at least one market maker for each Investment Fund and, for each Investment Fund with a Dual Counter or Multi-Counter, one market maker for Listed Class of Units traded in each counter, to facilitate efficient trading. “Dual Counter” means, in respect of L",03029_PRODUCT_KEY_FACTS 2.csv,5.0,currency_counter
03029_qa_00012,03029,en,Are dividend payouts guaranteed for ETF 03029?,"The amount or rate of distribution (if any) is not guaranteed. “Deposited Property” means, in respect of each Investment Fund, all the assets (including cash) received or receivable by the Trustee for the time being held or deemed to be held upon the trusts VIII of the Trust Deed for the account of the relevant Investment Fund excluding (i) the Income Property and (ii) any amount for the time being standing to the credit of the Distribution Account (as defined in the Trust Deed). “Income Property” means, in respect",03029_PRODUCT_KEY_FACTS 2.csv,5.0,dividend
