id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03085_qa_00001,03085,en,How do management and trustee fees work for ETF 03085?,"trading fees and brokerage fees) to buy or sell Shares on the SEHK, investors may pay more than the Net Asset Value per Share when buying Shares on the SEHK, and may receive less than the Net Asset Value per Share when selling Shares on the SEHK. Objective and investment strategy Objective The investment objective of the Sub -Fund is to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the price of ether as reflected by the CME CF Ether-Dollar Reference",03085_Product_Key_Facts.csv,8.0,fees_charges
03085_qa_00002,03085,en,What is the latest tracking difference for ETF 03085?,The latest tracking difference is the Prospectus and this product key facts statement (as revised from time to time);.,multi_csv_aggregate,,fact_extraction
03085_qa_00003,03085,zh-HK,這隻ETF最新追蹤偏離是多少（03085）？,根據基金文件：The latest tracking difference is the Prospectus and this product key facts statement (as revised from time to time);.,multi_csv_aggregate,,fact_extraction_zh
03085_qa_00004,03085,zh-HK,這隻ETF是否使用衍生工具，以及有甚麼限制（03085）？,"根據基金文件：Approval of resumption by Securities and Futures Commission (SFC) 2. PANDO VIRTUAL ASSETS ETF SERIES OFC (a Hong Kong public umbrella open-ended fund company with variable capital, limited liability and segregated liability between sub-funds, and authorised under Section 104 of the Securities and Futures Ordinance (Cap. “FDI” means a financial derivative instrument.",03085_GEM.csv,13.0,derivatives_zh
03085_qa_00005,03085,en,Is ETF 03085 actively managed or passive?,The Sub-Fund is a passive exchange traded fund (“ETF”) which invests directly in ether.,03085_Product_Key_Facts.csv,65.0,single_sentence
03085_qa_00006,03085,en,How does dividend distribution work for ETF 03085?,"The Manager may pay a distribution fee to any distributor or sub -distributors of the Company out of the Management Fee it receives from the Company. “Income Property ” means, in respect of a Sub -Fund, (a) all interest, dividends and other sums deemed by the Manager, (after consulting the Auditor either on a general or case by case basis), to be in the nature of income (including taxation repayments, if any) received or receivable by the Custodian in respect of the Deposited Property of the relevant Sub -Fund (whe",03085_Product_Key_Facts.csv,8.0,dividend
03085_qa_00007,03085,en,What risk factors are highlighted in the product key facts for ETF 03085?,"They are subject to unique and substantial risks, and historically, have been subject to significant price volatility. Index risk The Index is a new index which was launched on 11 September 2023 and has limited operating history.",03085_Product_Key_Facts.csv,1.0,key_risks
03085_qa_00008,03085,en,What are the termination conditions for ETF 03085?,"A Participating Dealer may, at any time after a suspension has been declared and before termination of such suspension, withdraw any Creation Application or Redemption Application by notice in writing to the Company and the Company shall promptly notify an d request the Custodian and/or any Sub-Custodian to return to the Participating Dealer any investments and/or cash received by them in respect of the Creation Application (without interest) as soon as practicable. Index Termination Risk If the Index of a Sub -Fun",03085_Product_Key_Facts.csv,165.0,termination
03085_qa_00009,03085,en,How closely does ETF 03085 aim to replicate its benchmark?,"Strategy Ether is a virtual asset which was released in 2015. The Sub-Fund is exposed to potential risks associated with operational integrity of and regulatory compliance by the virtual asset trading platforms, which could have significant implications for its investment strategy and returns. The investment objective and strategy of each Sub -Fund is stated in the relevant Appendix. Changes to existing regulation (e.g., regarding dealing in virtual asset -related products) may also impact the ability of the Sub-Fu",03085_Product_Key_Facts.csv,23.0,objective_strategy
03085_qa_00010,03085,en,What is the derivative exposure framework for ETF 03085?,"PANDO VIRTUAL ASSETS ETF SERIES OFC (a Hong Kong public umbrella open-ended fund company with variable capital, limited liability and segregated liability between sub-funds, and authorised under Section 104 of the Securities and Futures Ordinance (Cap. Inform market of material information Link to HKEXnews 62 Dashan Education Holdings Limited (9986) ^ 28-Nov-2025 27-May-2027 Approval of resumption by Securities and Futures Commission (SFC) Link to HKEXnews Posted on 31 March 2026 No Long suspended Main Board compan",03085_GEM.csv,13.0,derivatives
