id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03056_qa_00001,03056,en,"Does ETF 03056 use derivatives, and what are the limits?","“Business Day ” in respect of a Sub -Fund, means, unless the Manager otherwise agrees or otherwise specified in the relevant Appendix of the Sub -Fund, a day on which (a)(i) the SEHK is open for normal trading; and (ii) the relevant market on which Securities comprised in the relevant Index and/or Futures Contracts or the Sub-Fund (as the case may be), are traded is open for normal trading, or if there are more than one such market, the market designated by the Manager is open for normal trading, and (b) (where app",03056_ADDENDUM_TO_PROSPECTUS.csv,0,derivatives
03056_qa_00002,03056,en,What is the investment objective of ETF 03056?,"“Index Tracking Sub -Fund” means a Sub-Fund with a principal objective to track, replicate or correspond to a financial index or benchmark, with an aim of pro viding or achieving investment results or returns that closely match or correspond to the performance of the Index that it tracks and has been authorised by the SFC under Chapter 8.6 of the UT Code. i TABLE OF CONTENTS PARTIES ii PRELIMINARY 1 DEFINITIONS 3 PART 1 – GENERAL INFORMATION RELATING TO THE COMPANY AND SUB-FUNDS 11 INTRODUCTION 12 THE OFFERING PHAS",03056_ADDENDUM_TO_PROSPECTUS.csv,16,objective_strategy
03056_qa_00003,03056,zh-HK,這隻ETF的投資目標是甚麼（03056）？,"根據基金文件：“Index Tracking Sub -Fund” means a Sub-Fund with a principal objective to track, replicate or correspond to a financial index or benchmark, with an aim of pro viding or achieving investment results or returns that closely match or correspond to the performance of the Index that it tracks and has been authorised by the SFC under Chapter 8.6 of the UT Code. i TABLE OF CONTENTS PARTIES ii PRELIMINARY 1 DEFINITIONS 3 PART 1 – GENERAL INFORMATION RELATING TO THE COMPANY AND SUB-FUNDS 11 INTRODUCTION 12 THE OFFERING PHAS",03056_ADDENDUM_TO_PROSPECTUS.csv,16,objective_strategy_zh
03056_qa_00004,03056,zh-HK,這隻ETF在文件中如何規範期貨、期權及認股權證（03056）？,根據基金文件：“FDI” means a financial derivative instrument. “Futures Contract ” means any futures contract which is traded on any Futures Exchange.,03056_ADDENDUM_TO_PROSPECTUS.csv,0,derivatives_zh
03056_qa_00005,03056,en,Is principal guaranteed when investing in ETF 03056?,There is no guarantee of the repayment of principal.,03056_ADDENDUM_TO_PROSPECTUS.csv,530,single_sentence
03056_qa_00006,03056,en,When are dividends generally paid for ETF 03056?,"“Income Property ” means, in respect of a Sub -Fund, (a) all interest, dividends and other sums deemed by the Manager, (after consulting the Auditor either on a general or case by case basis), to be in the nature of income (including taxat ion repayments, if any) received or receivable by the Custodian in respect of the Deposited Property of the relevant Sub -Fund (whether in cash or, without limitation, by warrant, cheque, money, credit or otherwise or the proceeds of sale or transfer of any Income Property receiv",03056_ADDENDUM_TO_PROSPECTUS.csv,40,dividend
03056_qa_00007,03056,en,Which risks could cause losses for ETF 03056 investors?,Collateral should normally trade in a deep and liquid marketplace with transparent pricing; Valuation – collateral should be marked -to-market daily by using independent pricing source; Credit quality – asset used as co llateral must be of high credit quality and should be replaced immediately as soon as the credit quality of the collateral or the issuer of the asset being used as collateral has deteriorated to such a degree that it would undermine the effectiveness of th e collateral; Haircut – collateral should b,03056_ADDENDUM_TO_PROSPECTUS.csv,319,key_risks
03056_qa_00008,03056,en,Under what scenarios may ETF 03056 be terminated?,"The retirement or removal or termination of appointment of the Manager should take effect at the same time as the new Manager takes up office. 53 Early Termination Risk A Sub -Fund may be terminated early under certain circumstances as set out in the Instrument and summarised under the sub-section headed “ Termination (otherwise than by winding up) ” under the section “ STATUTORY AND GENERAL INFORMATION ” below. “Duties and Charges” means, in relation to any particular transaction or dealing, all stamp and other du",03056_ADDENDUM_TO_PROSPECTUS.csv,91,termination
03056_qa_00009,03056,en,What are the key risks investors should know for ETF 03056?,"The value of such Sub-Fund is likely to be more volatile than a fund having a more diverse portfolio of investments, such as a global equity fund, as it is more susceptible to fluctuations in value of the Securities or the Index resulting from adverse conditions in the particular geographical region, country or industry se ctor (including economic, political, policy, foreign exchange, liquidity, tax, legal or regulator event). Collateral should normally trade in a deep and liquid marketplace with transparent pricin",03056_ADDENDUM_TO_PROSPECTUS.csv,319,key_risks
03056_qa_00010,03056,en,How are futures/options/warrants addressed in ETF 03056 documentation?,“FDI” means a financial derivative instrument. “Futures Contract ” means any futures contract which is traded on any Futures Exchange.,03056_ADDENDUM_TO_PROSPECTUS.csv,0,derivatives
