id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03034_qa_00001,03034,en,Is principal guaranteed when investing in ETF 03034?,There is also no guarantee that any market making activity will be effective.,03034_Product_Key_Facts.csv,94.0,single_sentence
03034_qa_00002,03034,zh-HK,這隻ETF是否屬於被動管理（03034）？,根據基金文件：There is also no guarantee that any market making activity will be effective.,03034_Product_Key_Facts.csv,94.0,single_sentence_zh
03034_qa_00003,03034,en,What is the stock code of ETF 03034?,The stock code is 3034.,multi_csv_aggregate,,fact_extraction
03034_qa_00004,03034,zh-HK,這隻ETF的雙櫃台交易有甚麼風險（03034）？,"根據基金文件：(Hong Kong time) of 28 May 2021, or such other date as the Manager may determine Initial Issue Date 31 May 2021, or such other date as the Manager may determine Issue Price during the Initial Offer Period RMB 6.5 Listing Date (SEHK) Expected to be 1 June 2021 Exchange Listing SEHK – Main Board Stock Code 3134 Short Stock Name CSOP CSI PV Trading Board Lot Size 100 Shares Base Currency RMB Trading Currency HKD Distribution Policy Subject to the Manager’s discretion. Where the Share of a Sub-Fund is traded in two eli",03034_Product_Key_Facts.csv,4.0,currency_counter_zh
03034_qa_00005,03034,en,How does dividend distribution work for ETF 03034?,"No action has been taken to permit an offering of Shares or the distribution of this Prospectus in any jurisdiction other than Hong Kong and, accordingly, this Prospectus does not constitute an offer or solicitation to anyone in any jurisdiction in which such offer is not authorised or to any person to whom it is unlawful to make such offer or solicitation. The computation basis of the performance is based on the calendar year end, NAV -To-NAV, with dividend reinvested. There is no guarantee of regular distribution",03034_Product_Key_Facts.csv,4.0,dividend
03034_qa_00006,03034,en,Are dividend payouts guaranteed for ETF 03034?,"There is no guarantee of regular distribution nor the amount being distributed (if any). Furthermore, distribution of this Prospectus (including the Product Key Facts Statement) shall not be permitted unless it is accompanied by a copy of the latest annual financial report of the Sub -Fund(s) (where existing) and, if later, its most recent interim report. “Deposited Property” means, in respect of a Sub-Fund, all the assets (including Income Property), received or receivable by the Company for the time being held or",03034_Product_Key_Facts.csv,4.0,dividend
03034_qa_00007,03034,en,What is the trading lot size for ETF 03034?,The trading lot size is 100 Shares.,multi_csv_aggregate,,fact_extraction
03034_qa_00008,03034,en,How does ETF 03034 implement its index-tracking strategy?,"In order to achieve its investment objective, the Sub -Fund primarily uses a physical representative sampling strategy through investing up to 100% of its NAV in a representative portfolio of securities that collectively has a high correlation with the Index, but whose constituents may or may not themselves be constituents of the Index (“Index Securities”). There is no assurance that the Sub-Fund will achieve its investment objective.",03034_Product_Key_Facts.csv,20.0,objective_strategy
03034_qa_00009,03034,zh-HK,這隻ETF追蹤哪個指數（03034）？,根據基金文件：The ETF tracks NASDAQ-100 Index.,multi_csv_aggregate,,fact_extraction_zh
03034_qa_00010,03034,zh-HK,這隻ETF的港幣／人民幣櫃台如何運作（03034）？,"根據基金文件：Investment Objective To provide investment results that, before fees and expenses, closely correspond to the performance of the Index Index Hang Seng Biotech Index (the “Index”) Listing Date (SEHK) 21 July 2021 Exchange Listing SEHK – Main Board Stock Code 3174 Short Stock Name CSOP HSBIOTECH Trading Board Lot Size 100 Shares Base Currency HKD Trading Currency HKD Distribution Policy Subject to the Manager’s discretion. Investors should note that where a Sub-Fund offers both Listed Class of Share and Unlisted Class",03034_Product_Key_Facts.csv,4.0,currency_counter_zh
