id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03134_qa_00001,03134,en,What fees and charges apply to ETF 03134?,Such fees and charges of the Master ETF will be deducted from the Net Asset Value of the Master ETF and reflected in the Net Asset Value per unit of the Master ETF. The Manager will cap the ongoing charges figure for the Sub-Fund at a maximum of 3% p.a.,03134_Product_Key_Facts.csv,10.0,fees_charges
03134_qa_00002,03134,en,What risk factors are highlighted in the product key facts for ETF 03134?,"Under normal market conditions, the Master ETF also aims to maintain the daily tracking difference shall not exceed 0.2%, and the annual tracking error shall not exceed 2%. photovoltaic industry) may subject it to greater volatility than portfolios which comprise broad-based global investments.",03134_Product_Key_Facts.csv,42.0,key_risks
03134_qa_00003,03134,en,What is the stock code of ETF 03134?,The stock code is 3134.,multi_csv_aggregate,,fact_extraction
03134_qa_00004,03134,en,What is the derivative exposure framework for ETF 03134?,Approval of resumption by Securities and Futures Commission (SFC) 2. ^ Trading in the shares of the se companies has been suspended pursuant to the direction of the Securities and Futures Commission under section 8(1) of the Securities and Futures (Stock Market Listing) Rules.,03134_GEM.csv,13.0,derivatives
03134_qa_00005,03134,en,How closely does ETF 03134 aim to replicate its benchmark?,"There is no assurance that the Sub-Fund will achieve its investment objective. At least 90% of the net asset value of the Master ETF is invested in accordance with the constituents and their respective weights in the Index, and alternative constituents of the Master ETF, which is regarded as a “full replication” strategy to track the Index in accordance with applicable regulations in Mainland China. The exceptional market circumstances include (1) restrictions stipulated in the relevant laws and regulations, (2) si",03134_Product_Key_Facts.csv,22.0,objective_strategy
03134_qa_00006,03134,en,What index does ETF 03134 track?,The ETF tracks CSI Photovoltaic Industry Index.,multi_csv_aggregate,,fact_extraction
03134_qa_00007,03134,zh-HK,這隻ETF的交易與持有成本有哪些（03134）？,"根據基金文件：The performance of the Sub-Fund may deviate from the performance of the Master ETF due to the Sub-Fund’s holdings in investments other than the Master ETF, as well as the Sub -Fund’s fees and expenses. Such fees and charges of the Master ETF will be deducted from the Net Asset Value of the Master ETF and reflected in the Net Asset Value per unit of the Master ETF. Ongoing charges over a year#: Maximum 3% p.a.",03134_Product_Key_Facts.csv,10.0,fees_charges_zh
03134_qa_00008,03134,en,What currency-related trading considerations apply to ETF 03134?,"The near real time indicative Net Asset Value per Share (in each trading currency of the Sub-Fund) referred to above is indicative and for reference only. (Hong Kong time) of 28 May 2021, or such other date as the Manager may determine Initial Issue Date 31 May 2021, or such other date as the Manager may determine Issue Price during the Initial Offer Period RMB 6.5 Listing Date (SEHK) Expected to be 1 June 2021 Exchange Listing SEHK – Main Board Stock Code 3134 Short Stock Name CSOP CSI PV Trading Board Lot Size 10",03134_Product_Key_Facts.csv,5.0,currency_counter
03134_qa_00009,03134,en,How do HKD and RMB counters work for ETF 03134?,"Investment Objective To provide investment results that, before fees and expenses, closely correspond to the performance of the Index Index Hang Seng Biotech Index (the “Index”) Listing Date (SEHK) 21 July 2021 Exchange Listing SEHK – Main Board Stock Code 3174 Short Stock Name CSOP HSBIOTECH Trading Board Lot Size 100 Shares Base Currency HKD Trading Currency HKD Distribution Policy Subject to the Manager’s discretion. Investors should note that where a Sub-Fund offers both Listed Class of Share and Unlisted Class",03134_Product_Key_Facts.csv,5.0,currency_counter
03134_qa_00010,03134,en,Under what scenarios may ETF 03134 be terminated?,"If no such notice withdrawing any such application has been received by the Company and the Custodian and/or Transfer Agent before termination of such suspension, the Company shall, subject to and in accordance with the provisions of the Instrument, issue, switch or redeem such Unlisted Class(es) of Shares in respect of such application as at the Dealing Day next following the termination of such suspension. In respect of Listed Class of Shares, a Participating Dealer may, at any time after a suspension has been de",03134_Product_Key_Facts.csv,121.0,termination
03134_qa_00011,03134,zh-HK,這隻ETF的雙櫃台交易有甚麼風險（03134）？,"根據基金文件：(Hong Kong time) of 28 May 2021, or such other date as the Manager may determine Initial Issue Date 31 May 2021, or such other date as the Manager may determine Issue Price during the Initial Offer Period RMB 6.5 Listing Date (SEHK) Expected to be 1 June 2021 Exchange Listing SEHK – Main Board Stock Code 3134 Short Stock Name CSOP CSI PV Trading Board Lot Size 100 Shares Base Currency RMB Trading Currency HKD Distribution Policy Subject to the Manager’s discretion. Where the Share of a Sub-Fund is traded in two eli",03134_Product_Key_Facts.csv,5.0,currency_counter_zh
03134_qa_00012,03134,en,When are dividends generally paid for ETF 03134?,"As such, investors may suffer a foreign exchange loss and incur foreign exchange associated fees and charges to receive their dividend. No action has been taken to permit an offering of Shares or the distribution of this Prospectus in any jurisdiction other than Hong Kong and, accordingly, this Prospectus does not constitute an offer or solicitation to anyone in any jurisdiction in which such offer is not authorised or to any person to whom it is unlawful to make such offer or solicitation.",03134_Product_Key_Facts.csv,5.0,dividend
03134_qa_00013,03134,en,How do management and trustee fees work for ETF 03134?,Such fees and charges of the Master ETF will be deducted from the Net Asset Value of the Master ETF and reflected in the Net Asset Value per unit of the Master ETF. This means that any expense of the Sub -Fund (falling within the scope of ongoing expenses) incurred during this period will be borne by the Manager and will not be charged to the Sub-Fund if such expense would result in the ongoing charges figure exceeding the OCF Cap.,03134_Product_Key_Facts.csv,10.0,fees_charges
03134_qa_00014,03134,zh-HK,這隻ETF有哪些主要風險（03134）？,根據基金文件：The concentration of the Sub -Fund and the Master ETF’s investments in a single geographical location (i.e. Investment objective and strategy The Master ETF aims to track the performance of the Index through a full replication strategy (as elaborated below) while minimising tracking difference and tracking error.,03134_Product_Key_Facts.csv,42.0,key_risks_zh
03134_qa_00015,03134,en,What causes tracking error in ETF 03134?,"Under normal market conditions, the Master ETF also aims to maintain the daily tracking difference shall not exceed 0.2%, and the annual tracking error shall not exceed 2%.",03134_Product_Key_Facts.csv,47.0,single_sentence
03134_qa_00016,03134,en,What equity market risks affect ETF 03134?,Equity Risk Investment in equity Securities by a Sub -Fund (where permitted) may offer a higher rate of return than a fund investing in short term and longer term debt securities.,03134_Prospectus.csv,413.0,single_sentence
03134_qa_00017,03134,zh-HK,這隻ETF在貨幣及交易櫃台方面有甚麼注意事項（03134）？,"根據基金文件：The near real time indicative Net Asset Value per Share (in each trading currency of the Sub-Fund) referred to above is indicative and for reference only. (Hong Kong time) of 28 May 2021, or such other date as the Manager may determine Initial Issue Date 31 May 2021, or such other date as the Manager may determine Issue Price during the Initial Offer Period RMB 6.5 Listing Date (SEHK) Expected to be 1 June 2021 Exchange Listing SEHK – Main Board Stock Code 3134 Short Stock Name CSOP CSI PV Trading Board Lot Size 10",03134_Product_Key_Facts.csv,5.0,currency_counter_zh
03134_qa_00018,03134,zh-HK,這隻ETF如何執行其追蹤策略（03134）？,"根據基金文件：The diagram below shows the investment strategy of the Sub-Fund: Other investments No more than 10% of the Net Asset Value of the Sub -Fund may be invested in collective investment scheme(s) other than the Master ETF which may be eligible schemes (as defined by the SFC) or authorised by the SFC, or non -eligible schemes and not authorised by the SFC (including exchange traded funds listed on stock exchanges in Mainland China ) in accordance with all the applicable requirements of the Code. There is no assurance tha",03134_Product_Key_Facts.csv,22.0,objective_strategy_zh
03134_qa_00019,03134,zh-HK,這隻ETF的股票代號是甚麼（03134）？,根據基金文件：The stock code is 3134.,multi_csv_aggregate,,fact_extraction_zh
