id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03192_qa_00001,03192,en,How do management and trustee fees work for ETF 03192?,"Charges incurred when trading the fund on SEHK You may have to pay the following fees when dealing in the Shares of the Sub-Fund. As such, investors may suffer a foreign exchange loss and incur foreign exchange associated fees and charges to receive their distributions.",03192_Product_Key_Facts.csv,4.0,fees_charges
03192_qa_00002,03192,en,What is the stock code of ETF 03192?,The stock code is 83192 – RMB counter 03192 – HKD counter.,multi_csv_aggregate,,fact_extraction
03192_qa_00003,03192,en,What equity market risks affect ETF 03192?,Equity Risk Investment in equity Securities by a Sub -Fund (where permitted) may offer a higher rate of return than a fund investing in short term and longer term debt securities.,03192_Prospectus.csv,420.0,single_sentence
03192_qa_00004,03192,zh-HK,這隻ETF的交易與持有成本有哪些（03192）？,"根據基金文件：trading fees and brokerage fees) to buy or sell Shares on the SEHK, investors may pay more than the NAV per Share when buying Shares on the SEHK, and may receive less than the NAV per Share when selling Shares on the SEHK. Charges incurred when trading the fund on SEHK You may have to pay the following fees when dealing in the Shares of the Sub-Fund. Quick facts Stock code: 83192 – RMB counter 03192 – HKD counter Trading lot size: 1 Shares – RMB counter 1 Shares – HKD counter Manager: Bosera Asset Management (Inter",03192_Product_Key_Facts.csv,4.0,fees_charges_zh
03192_qa_00005,03192,en,Is ETF 03192 actively managed or passive?,Risks Associated with Investment in an Index Tracking Sub-Fund Passive Investment Risk An Index Tracking Sub-Fund is not actively managed.,03192_Prospectus.csv,522.0,single_sentence
03192_qa_00006,03192,en,How does dividend distribution work for ETF 03192?,"This Prospectus relates to Bosera RMB Money Market ETF, Bosera HKD Money Market ETF, Bosera USD Money Market ETF, Bosera 20+ Year US Treasury Bond ETF, Bosera China Reform Hong Kong Central -SOEs High Dividend Yield Index ETF and Galaxy Bosera MSCI China ASEAN Economic Linkage Select Index ETF only. Bosera RMB Money Market ETF (Stock Code: 83192 / 03192) Bosera HKD Money Market ETF (Stock Code: 03152 ) Bosera USD Money Market ETF (Stock Code: 09196 / 03196 / 83196) Bosera 20+ Year US Treasury Bond ETF (Stock Code:",03192_Product_Key_Facts.csv,4.0,dividend
03192_qa_00007,03192,en,What risk factors are highlighted in the product key facts for ETF 03192?,"Investment risk  The Sub-Fund’s investment portfolio may fall in value due to any of the key risk factors below and therefore your Bosera RMB Money Market ETF (Listed Class) 4 investment in the Sub-Fund may suffer losses. Risks associated with Mainland Interbank Bond Market and Bond Connect  Investing in the Mainland Interbank Bond Market via the Foreign Access Regime and/or Bond Connect is subject to regulatory risks and various risks such as volatility risk, liquidity risk, settlement and counterparty risk as w",03192_Product_Key_Facts.csv,40.0,key_risks
03192_qa_00008,03192,en,What are the termination conditions for ETF 03192?,"In respect of Unlisted Class(es) of Shares, any Shareholder may at any time after a suspension has been declared and before termination of such suspension, withdraw any subscription, switching o r redemption application submitted prior to such suspension by notice in writing to the Company and the Company shall promptly notify the relevant Custodian accordingly. Early Termination Risk A Sub-Fund may be terminated early under certain circumstances as set out in the Instrument and summarised under the section headed",03192_Product_Key_Facts.csv,146.0,termination
03192_qa_00009,03192,en,How closely does ETF 03192 aim to replicate its benchmark?,"There can be no assurance that the Sub - Fund will achieve its investment objective. The Sub-Fund is therefore likely to be more volatile than a broad-based fund that adopts a more diversified strategy. RQFII regime related risks  The Sub-Fund’s ability to make the relevant investments or to fully implement or pursue its investment objective and strategy is subject to the applicable laws, rules and regulations (including restrictions on investments and repatriation of principals and profits) in Mainland China, whi",03192_Product_Key_Facts.csv,22.0,objective_strategy
03192_qa_00010,03192,en,What is the derivative exposure framework for ETF 03192?,Approval of resumption by Securities and Futures Commission (SFC) 2. ^ Trading in the shares of the se companies has been suspended pursuant to the direction of the Securities and Futures Commission under section 8(1) of the Securities and Futures (Stock Market Listing) Rules.,03192_GEM.csv,13.0,derivatives
03192_qa_00011,03192,zh-HK,這隻ETF在貨幣及交易櫃台方面有甚麼注意事項（03192）？,"根據基金文件：Additional information The Manager will publish important news and information in respect of the Sub -Fund, in both English and Chinese languages (unless otherwise specified) at the following website www.bosera.com.hk (this website has not been reviewed by the SFC), including:  the Prospectus and this Product Key Facts Statement (as amended and supplemented from time to time);  the latest annual and semi-annual unaudited financial reports in English;  any public announcements made by the Sub -Fund, including inf",03192_Product_Key_Facts.csv,4.0,currency_counter_zh
03192_qa_00012,03192,en,What currency-related trading considerations apply to ETF 03192?,"Additional information The Manager will publish important news and information in respect of the Sub -Fund, in both English and Chinese languages (unless otherwise specified) at the following website www.bosera.com.hk (this website has not been reviewed by the SFC), including:  the Prospectus and this Product Key Facts Statement (as amended and supplemented from time to time);  the latest annual and semi-annual unaudited financial reports in English;  any public announcements made by the Sub -Fund, including inf",03192_Product_Key_Facts.csv,4.0,currency_counter
03192_qa_00013,03192,zh-HK,這隻ETF的產品資料概要重點風險有哪些（03192）？,"根據基金文件：Investment risk  The Sub-Fund’s investment portfolio may fall in value due to any of the key risk factors below and therefore your Bosera RMB Money Market ETF (Listed Class) 4 investment in the Sub-Fund may suffer losses. Risks associated with Mainland Interbank Bond Market and Bond Connect  Investing in the Mainland Interbank Bond Market via the Foreign Access Regime and/or Bond Connect is subject to regulatory risks and various risks such as volatility risk, liquidity risk, settlement and counterparty risk as w",03192_Product_Key_Facts.csv,40.0,key_risks_zh
03192_qa_00014,03192,en,How do HKD and RMB counters work for ETF 03192?,The near real time indicative Net Asset Value per Share (in each trading currency of the Sub -Fund) referred to above is indicative and for reference only.  The Shares in the RMB counter are RMB denominated securities traded on the SEHK.,03192_Product_Key_Facts.csv,4.0,currency_counter
03192_qa_00015,03192,zh-HK,這隻ETF涉及哪些費用與收費（03192）？,根據基金文件：Charges incurred when trading the fund on SEHK You may have to pay the following fees when dealing in the Shares of the Sub-Fund. The NAV per Share of each of the Listed and Unlisted Classes of Shares may be different due to different fees and cost applicable to each class.,03192_Product_Key_Facts.csv,4.0,fees_charges_zh
03192_qa_00016,03192,en,Is principal guaranteed when investing in ETF 03192?,There is no guarantee of the repayment of principal.,03192_Product_Key_Facts.csv,66.0,single_sentence
03192_qa_00017,03192,zh-HK,這隻ETF在甚麼情況下可能被終止（03192）？,"根據基金文件：It is possible that there is only one SEHK Market Maker to a Sub-Fund or to a counter of a Sub-Fund or the Manager may not be able to engage a substitute Market Maker within the termination notice period of a Market Maker. In respect of Unlisted Class(es) of Shares, any Shareholder may at any time after a suspension has been declared and before termination of such suspension, withdraw any subscription, switching o r redemption application submitted prior to such suspension by notice in writing to the Company and th",03192_Product_Key_Facts.csv,146.0,termination_zh
03192_qa_00018,03192,zh-HK,哪些風險可能導致這隻ETF出現虧損（03192）？,"根據基金文件：Bosera RMB Money Market ETF (Listed Class) 3 The Manager will assess the liquidity profile of instruments based on, amongst other factors, time to cash, external liquidity classification, liquidation horizon, daily trading volume, price volatility and bid-ask spread of such instruments. The Sub-Fund is therefore likely to be more volatile than a broad-based fund that adopts a more diversified strategy.",03192_Product_Key_Facts.csv,40.0,key_risks_zh
03192_qa_00019,03192,zh-HK,這隻ETF如何執行其追蹤策略（03192）？,根據基金文件：Active investment management risk  The Manager employs an actively managed investment strategy for the Sub -Fund. There can be no assurance that the Sub - Fund will achieve its investment objective.,03192_Product_Key_Facts.csv,22.0,objective_strategy_zh
03192_qa_00020,03192,en,Are dividend payouts guaranteed for ETF 03192?,"There is no guarantee of regular distribution nor, where distribution is made, the amount being distributed. The Listed Class of Shares of Bosera RMB Money Market ETF, Bosera HKD Money Market ETF, Bosera USD Money Market ETF, Bosera 20+ Year US Treasury Bond ETF and Bosera China Reform Hong Kong Central-SOEs High Dividend Yield Index ETF have been accepted as eligible securities by HKSCC for deposit, clearing and settlement in CCASS with effect from the commencement of dealings in the Shares of Bosera RMB Money Mar",03192_Product_Key_Facts.csv,4.0,dividend
03192_qa_00021,03192,en,Which risks could cause losses for ETF 03192 investors?,"Bosera RMB Money Market ETF (Listed Class) 3 The Manager will assess the liquidity profile of instruments based on, amongst other factors, time to cash, external liquidity classification, liquidation horizon, daily trading volume, price volatility and bid-ask spread of such instruments. The Sub-Fund is therefore likely to be more volatile than a broad-based fund that adopts a more diversified strategy.",03192_Product_Key_Facts.csv,40.0,key_risks
03192_qa_00022,03192,en,How does ETF 03192 implement its index-tracking strategy?,Active investment management risk  The Manager employs an actively managed investment strategy for the Sub -Fund. There can be no assurance that the Sub - Fund will achieve its investment objective.,03192_Product_Key_Facts.csv,22.0,objective_strategy
03192_qa_00023,03192,en,What are the key trading and ongoing costs for ETF 03192?,"trading fees and brokerage fees) to buy or sell Shares on the SEHK, investors may pay more than the NAV per Share when buying Shares on the SEHK, and may receive less than the NAV per Share when selling Shares on the SEHK. Charges incurred when trading the fund on SEHK You may have to pay the following fees when dealing in the Shares of the Sub-Fund. Quick facts Stock code: 83192 – RMB counter 03192 – HKD counter Trading lot size: 1 Shares – RMB counter 1 Shares – HKD counter Manager: Bosera Asset Management (Inter",03192_Product_Key_Facts.csv,4.0,fees_charges
03192_qa_00024,03192,en,How are futures/options/warrants addressed in ETF 03192 documentation?,"Use of derivatives / Investment in derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub-Fund’s NAV. BOSERA GLOBAL EXCHANGE TRADED FUNDS SERIES OPEN- ENDED FUND COMPANY (a Hong Kong public umbrella open-ended fund company with variable capital, limited liability and segregated liability between sub-funds and authorized under section 104 of the Securities and Futures Ordinance (Cap.",03192_GEM.csv,13.0,derivatives
03192_qa_00025,03192,zh-HK,這隻ETF在甚麼情況下可能終止（03192）？,"根據基金文件：In respect of Unlisted Class(es) of Shares, any Shareholder may at any time after a suspension has been declared and before termination of such suspension, withdraw any subscription, switching o r redemption application submitted prior to such suspension by notice in writing to the Company and the Company shall promptly notify the relevant Custodian accordingly. Early Termination Risk A Sub-Fund may be terminated early under certain circumstances as set out in the Instrument and summarised under the section headed",03192_Product_Key_Facts.csv,146.0,termination_zh
03192_qa_00026,03192,zh-HK,這隻ETF的投資目標是甚麼（03192）？,"根據基金文件：There can be no assurance that the Sub - Fund will achieve its investment objective. Objectives and Investment Strategy Objective The Sub-Fund’s objective is to invest in short term deposits and high quality money market investments. The Sub-Fund is therefore likely to be more volatile than a broad-based fund that adopts a more diversified strategy. Strategy The Sub-Fund seeks to achieve its investment objective by investing all, or substantially all (i.e.",03192_Product_Key_Facts.csv,22.0,objective_strategy_zh
03192_qa_00027,03192,en,What fees and charges apply to ETF 03192?,Charges incurred when trading the fund on SEHK You may have to pay the following fees when dealing in the Shares of the Sub-Fund. The NAV per Share of each of the Listed and Unlisted Classes of Shares may be different due to different fees and cost applicable to each class.,03192_Product_Key_Facts.csv,4.0,fees_charges
03192_qa_00028,03192,en,What is the investment objective of ETF 03192?,"There can be no assurance that the Sub - Fund will achieve its investment objective. Objectives and Investment Strategy Objective The Sub-Fund’s objective is to invest in short term deposits and high quality money market investments. The Sub-Fund is therefore likely to be more volatile than a broad-based fund that adopts a more diversified strategy. Strategy The Sub-Fund seeks to achieve its investment objective by investing all, or substantially all (i.e.",03192_Product_Key_Facts.csv,22.0,objective_strategy
03192_qa_00029,03192,zh-HK,這隻ETF在文件中如何規範期貨、期權及認股權證（03192）？,"根據基金文件：Use of derivatives / Investment in derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub-Fund’s NAV. BOSERA GLOBAL EXCHANGE TRADED FUNDS SERIES OPEN- ENDED FUND COMPANY (a Hong Kong public umbrella open-ended fund company with variable capital, limited liability and segregated liability between sub-funds and authorized under section 104 of the Securities and Futures Ordinance (Cap.",03192_GEM.csv,13.0,derivatives_zh
03192_qa_00030,03192,zh-HK,這隻ETF面對哪些股票市場風險（03192）？,根據基金文件：Equity Risk Investment in equity Securities by a Sub -Fund (where permitted) may offer a higher rate of return than a fund investing in short term and longer term debt securities.,03192_Prospectus.csv,420.0,single_sentence_zh
03192_qa_00031,03192,zh-HK,這隻ETF的股票代號是甚麼（03192）？,根據基金文件：The stock code is 83192 – RMB counter 03192 – HKD counter.,multi_csv_aggregate,,fact_extraction_zh
03192_qa_00032,03192,en,What dual-counter risks should investors know for ETF 03192?,"Investors should note that where a Sub -Fund offers both Listed Class of Share and Unlisted Class(es) of Shares to Hong Kong investors, separate sets of product key facts statement will be available for the Listed Class of Shares and the Unlisted Class(es) of Shares of the same Sub-Fund respectively; (b) the l atest annual audited financial reports and half yearly unaudited financial reports (in English only); (c) any notices relating to material changes to the Sub-Fund(s) which may have an impact on its investors",03192_Product_Key_Facts.csv,4.0,currency_counter
03192_qa_00033,03192,en,Under what scenarios may ETF 03192 be terminated?,"It is possible that there is only one SEHK Market Maker to a Sub-Fund or to a counter of a Sub-Fund or the Manager may not be able to engage a substitute Market Maker within the termination notice period of a Market Maker. In respect of Unlisted Class(es) of Shares, any Shareholder may at any time after a suspension has been declared and before termination of such suspension, withdraw any subscription, switching o r redemption application submitted prior to such suspension by notice in writing to the Company and th",03192_Product_Key_Facts.csv,146.0,termination
03192_qa_00034,03192,en,When are dividends generally paid for ETF 03192?," The computation basis of the performance is based on the calendar year end, NAV -to-NAV, with dividend (if any) reinvested. The Listed Class of Shares of Bosera RMB Money Market ETF, Bosera HKD Money Market ETF, Bosera USD Money Market ETF, Bosera 20+ Year US Treasury Bond ETF and Bosera China Reform Hong Kong Central-SOEs High Dividend Yield Index ETF have been accepted as eligible securities by HKSCC for deposit, clearing and settlement in CCASS with effect from the commencement of dealings in the Shares of Bos",03192_Product_Key_Facts.csv,4.0,dividend
03192_qa_00035,03192,en,What causes tracking error in ETF 03192?,"The swap fees will be borne by the Sub -Fund and hence may have an adverse impact on the NAV and the performance of the Sub-Fund, and may result in higher tracking error.",03192_Prospectus.csv,495.0,single_sentence
03192_qa_00036,03192,zh-HK,這隻ETF有哪些主要風險（03192）？,"根據基金文件： Volatility and liquidity risk - The fixed income securities in the Greater China markets (in particular Mainland China and Taiwan) and other emerging markets may be subject to higher volatility and lower liquidity compared to more developed markets. Bosera RMB Money Market ETF (Listed Class) 3 The Manager will assess the liquidity profile of instruments based on, amongst other factors, time to cash, external liquidity classification, liquidation horizon, daily trading volume, price volatility and bid-ask spread o",03192_Product_Key_Facts.csv,40.0,key_risks_zh
03192_qa_00037,03192,zh-HK,這隻ETF派息是否有保證（03192）？,"根據基金文件：There is no guarantee of regular distribution nor, where distribution is made, the amount being distributed. The Listed Class of Shares of Bosera RMB Money Market ETF, Bosera HKD Money Market ETF, Bosera USD Money Market ETF, Bosera 20+ Year US Treasury Bond ETF and Bosera China Reform Hong Kong Central-SOEs High Dividend Yield Index ETF have been accepted as eligible securities by HKSCC for deposit, clearing and settlement in CCASS with effect from the commencement of dealings in the Shares of Bosera RMB Money Mar",03192_Product_Key_Facts.csv,4.0,dividend_zh
03192_qa_00038,03192,en,How does low NAV affect termination risk for ETF 03192?,"In respect of Unlisted Class(es) of Shares, any Shareholder may at any time after a suspension has been declared and before termination of such suspension, withdraw any subscription, switching o r redemption application submitted prior to such suspension by notice in writing to the Company and the Company shall promptly notify the relevant Custodian accordingly. Early Termination Risk A Sub-Fund may be terminated early under certain circumstances as set out in the Instrument and summarised under the section headed",03192_Product_Key_Facts.csv,146.0,termination
03192_qa_00039,03192,zh-HK,這隻ETF是否使用衍生工具，以及有甚麼限制（03192）？,根據基金文件：Inform market of material information Link to HKEXnews 62 Dashan Education Holdings Limited (9986) ^ 28-Nov-2025 27-May-2027 Approval of resumption by Securities and Futures Commission (SFC) Link to HKEXnews Posted on 31 March 2026 No Long suspended Main Board companies Date of suspension End date of remedial period Resumption conditions or guidance / Major issues to be addressed Announcements published by the company 63 Arrail Group Limited (6639) 1-Dec-2025 31-May-2027 1. Approval of resumption by Securities and,03192_GEM.csv,13.0,derivatives_zh
03192_qa_00040,03192,en,"Does ETF 03192 use derivatives, and what are the limits?",Inform market of material information Link to HKEXnews 62 Dashan Education Holdings Limited (9986) ^ 28-Nov-2025 27-May-2027 Approval of resumption by Securities and Futures Commission (SFC) Link to HKEXnews Posted on 31 March 2026 No Long suspended Main Board companies Date of suspension End date of remedial period Resumption conditions or guidance / Major issues to be addressed Announcements published by the company 63 Arrail Group Limited (6639) 1-Dec-2025 31-May-2027 1. Approval of resumption by Securities and,03192_GEM.csv,13.0,derivatives
