id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03181_qa_00001,03181,en,What fees and charges apply to ETF 03181?,"In the event that the relevant Unitholder has no USD account, the Unitholder may have to bear the fees and charges associated with the conversion of such distribution from USD to HKD or any other currency. ETF website: www.premia-partners.com *** * The ongoing charges figure is based on expenses for the year ended 31 December 2024.",03181_Product_Key_Facts.csv,4.0,fees_charges
03181_qa_00002,03181,en,What risk factors are highlighted in the product key facts for ETF 03181?,A-Share risks – The A -Share market is highly volatile and may be subject to potential settlement difficulties. Metaverse and Innovative Technology industries sectors and Asian market concentration risks The Sub-Fund’s investments are concentrated in the Metaverse and Innovative Technology industries sectors in the Asian market.,03181_Product_Key_Facts.csv,56.0,key_risks
03181_qa_00003,03181,en,What index does ETF 03181 track?,The ETF tracks Premia FactSet Asia Metaverse and Innovative Technology Index.,multi_csv_aggregate,,fact_extraction
03181_qa_00004,03181,en,What is the derivative exposure framework for ETF 03181?,Approval of resumption by Securities and Futures Commission (SFC) 2. ^ Trading in the shares of the se companies has been suspended pursuant to the direction of the Securities and Futures Commission under section 8(1) of the Securities and Futures (Stock Market Listing) Rules.,03181_GEM.csv,13.0,derivatives
03181_qa_00005,03181,en,How closely does ETF 03181 aim to replicate its benchmark?,"Strategy Innovative Technology refers to adopting emerging and disruptive technologies across multiple sectors (including consumer, healthcare, industrials, and technology) that are often involved in cutting edge research, innovative product and service development, disruptive business models, or a combination of these activities, including Metaverse theme related subsectors. This tracking error may result from the investment strategy used and/or fees and expenses. 19 INVESTMENT OBJECTIVE, STRATEGY AND RESTRICTIONS",03181_Product_Key_Facts.csv,21.0,objective_strategy
03181_qa_00006,03181,en,What is the base currency of ETF 03181?,The base currency is United States dollars (USD) Trading currency: United States dollars (USD) Hong Kong dollars (HKD).,multi_csv_aggregate,,fact_extraction
03181_qa_00007,03181,zh-HK,這隻ETF的交易與持有成本有哪些（03181）？,"根據基金文件：Objective and investment strategy Objective The investment objective of the Sub -Fund is to provide investment results that, before fees and expenses, closely correspond to the performance of the Premia FactSet Asia Metaverse and Innovative Technology Index (the “Index”). In the event that the relevant Unitholder has no USD account, the Unitholder may have to bear the fees and charges associated with the conversion of such distribution from USD to HKD or any other currency. Quick facts Stock codes: 09181 – USD coun",03181_Product_Key_Facts.csv,4.0,fees_charges_zh
03181_qa_00008,03181,en,What currency-related trading considerations apply to ETF 03181?,"Information Available on the Internet The Manager will publish important news and information with respect to each Sub-Fund (including in respect of the relevant Index), in the English and Chinese languages (unless otherwise specified), on the following website www.premia-partners.com (which has not been reviewed by the SFC) and, where applicable, HKEx’s website www.hkex.com.hk including: (a) this Prospectus and the Product Key Facts Statement in respect of each of the Sub -Funds (as revised from time to time); (b)",03181_Product_Key_Facts.csv,4.0,currency_counter
03181_qa_00009,03181,en,How do HKD and RMB counters work for ETF 03181?,"HKD counter and USD counter) to investors for secondary trading purposes. Where a Sub-Fund has a Multi-Counter, although a Participating Dealer may, subject to arrangement with the Manager, elect to CCASS to have Listed Class of Units which it creates deposited in the USD counter, RMB counter or HKD counter (where available), all creation and redemption for all Listed Class of Units must be in the Base Currency of that Sub -Fund.",03181_Product_Key_Facts.csv,4.0,currency_counter
03181_qa_00010,03181,en,Under what scenarios may ETF 03181 be terminated?,"If the Manager has not received any such notification of withdrawal of such Application before termination of such suspension, the Trustee shall, subject to and in accordance with the provisions of the Trust Deed, create and issue Listed Class of Units or redeem Listed Class of Units in respect of such Application and such Application shall be deemed to be received immediately following the termination of such suspension. A Participating Dealer may, at any time after a suspension has been declared and before termin",03181_Product_Key_Facts.csv,104.0,termination
03181_qa_00011,03181,zh-HK,這隻ETF的雙櫃台交易有甚麼風險（03181）？,根據基金文件：Index CSI Caixin Rayliant Bedrock Economy Index Type of Index Total return Listing Date (SEHK) 24 October 2017 Exchange Listing SEHK – Main Board Stock Code 09803 – USD counter 02803 – HKD counter Trading Board Lot Size 500 Units – USD counter 500 Units – HKD counter Base Currency Renminbi (RMB) Trading Currency Hong Kong dollars (HKD) United States dollars (USD) Distribution Policy The Manager intends to pay distributions to Unitholders at least annually (in July each year). Dual counter risks If there is a suspen,03181_Product_Key_Facts.csv,4.0,currency_counter_zh
03181_qa_00012,03181,en,When are dividends generally paid for ETF 03181?,"No action has been taken to permit an offering of Units or the distribution of this Prospectus in any jurisdiction other than Hong Kong and, accordingly, this Prospectus does not constitute an offer or solicitation to anyone in any jurisdiction in which such offer is not authorised or to any person to whom it is unlawful to make such offer or solicitation. “Income Property” means, in respect of the Sub -Funds, (a) all interest, dividends and other sums deemed by the Manager, (after consulting the auditors either on",03181_Product_Key_Facts.csv,4.0,dividend
03181_qa_00013,03181,en,How do management and trustee fees work for ETF 03181?,"In the event that the relevant Unitholder has no USD account, the Unitholder may have to bear the fees and charges associated with the conversion of such distribution from USD to HKD or any other currency. As the Sub-Fund adopts a single management fee structure, the estimated ongoing charges of the Sub- Fund will be equal to the amount of the single management fee which is capped at a maximum of 0.50% of the average Net Asset Value of the Sub-Fund.",03181_Product_Key_Facts.csv,4.0,fees_charges
