id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03109_qa_00001,03109,en,Is principal guaranteed when investing in ETF 03109?,There is also no guarantee that any market making activity will be effective 15.,03109_Product_Key_Facts.csv,136.0,single_sentence
03109_qa_00002,03109,zh-HK,這隻ETF是否屬於被動管理（03109）？,根據基金文件：There is also no guarantee that any market making activity will be effective 15.,03109_Product_Key_Facts.csv,136.0,single_sentence_zh
03109_qa_00003,03109,en,What is the stock code of ETF 03109?,The stock code is 3109.,multi_csv_aggregate,,fact_extraction
03109_qa_00004,03109,zh-HK,這隻ETF的雙櫃台交易有甚麼風險（03109）？,"根據基金文件：(Hong Kong time) of 28 May 2021, or such other date as the Manager may determine Initial Issue Date 31 May 2021, or such other date as the Manager may determine Issue Price during the Initial Offer Period RMB 6.5 Listing Date (SEHK) Expected to be 1 June 2021 Exchange Listing SEHK – Main Board Stock Code 3134 Short Stock Name CSOP CSI PV Trading Board Lot Size 100 Shares Base Currency RMB Trading Currency HKD Distribution Policy Subject to the Manager’s discretion. Where the Share of a Sub-Fund is traded in two eli",03109_Product_Key_Facts.csv,5.0,currency_counter_zh
03109_qa_00005,03109,en,How does dividend distribution work for ETF 03109?,"The computation basis of the performance is based on the calendar year end, NAV -To-NAV, with dividend reinvested. As such, investors may suffer a foreign exchange loss and incur foreign exchange associated fees and charges to receive their dividend. However, there is no guarantee of regular distribution nor the amount being distributed (if any). Registrar: Tricor Investor Services Limited Sub-Custodian and Administrator: Citibank, N.A., Hong Kong Branch Underlying Index: SSE Science and Technology Innovation Board",03109_Product_Key_Facts.csv,5.0,dividend
03109_qa_00006,03109,en,Are dividend payouts guaranteed for ETF 03109?,"However, there is no guarantee of regular distribution nor the amount being distributed (if any). No action has been taken to permit an offering of Shares or the distribution of this Prospectus in any jurisdiction other than Hong Kong and, accordingly, this Prospectus does not constitute an offer or solicitation to anyone in any jurisdiction in which such offer is not authorised or to any person to whom it is unlawful to make such offer or solicitation. Furthermore, distribution of this Prospectus (including the Pr",03109_Product_Key_Facts.csv,5.0,dividend
03109_qa_00007,03109,en,What is the trading lot size for ETF 03109?,The trading lot size is 100 Shares.,multi_csv_aggregate,,fact_extraction
03109_qa_00008,03109,en,How does ETF 03109 implement its index-tracking strategy?,"The Sub -Fund will (i) primarily use a physical representative sampling strate gy by investing 50% to 100% of its NAV in Securities constituting the Index (“ Index Securities ”); and (ii) where the Manager believes such investments are beneficial to the Sub-Fund and will help the Sub-Fund achieve its investment objective, use a synthe tic representative sampling strategy as an ancillary strategy by investing up to 50% in financial derivative instruments (“ FDIs”), which will only be funded total return swaps with o",03109_Product_Key_Facts.csv,25.0,objective_strategy
03109_qa_00009,03109,zh-HK,這隻ETF追蹤哪個指數（03109）？,根據基金文件：The ETF tracks SSE Science and Technology Innovation Board 50 Index.,multi_csv_aggregate,,fact_extraction_zh
03109_qa_00010,03109,zh-HK,這隻ETF的港幣／人民幣櫃台如何運作（03109）？,"根據基金文件：Investment Objective To provide investment results that, before fees and expenses, closely correspond to the performance of the Index Index Hang Seng Biotech Index (the “Index”) Listing Date (SEHK) 21 July 2021 Exchange Listing SEHK – Main Board Stock Code 3174 Short Stock Name CSOP HSBIOTECH Trading Board Lot Size 100 Shares Base Currency HKD Trading Currency HKD Distribution Policy Subject to the Manager’s discretion. Investors should note that where a Sub-Fund offers both Listed Class of Share and Unlisted Class",03109_Product_Key_Facts.csv,5.0,currency_counter_zh
