id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03416_qa_00001,03416,en,How do management and trustee fees work for ETF 03416?,"The Net Asset Value per Share of each of the Listed Class of Shares and Unlisted Classes of Shares may be different due to different fees and cost applicable to each class. The ongoing charges of the Sub-Fund are fixed at 0.75% of the Sub-Fund’s Net Asset Value of the Listed Class of Shares of the Sub-Fund, which is equal to the current rate of the management fee of the Listed Class of Shares of the Sub-Fund.",03416_PRODUCT_KEY_FACTS 2.csv,4.0,fees_charges
03416_qa_00002,03416,en,What is the base currency of ETF 03416?,The base currency is Hong Kong dollar (HKD) Trading currency: HKD counter: Hong Kong dollar s (HKD) USD counter: United States dollars (USD) RMB counter: Renminbi (RMB).,multi_csv_aggregate,,fact_extraction
03416_qa_00003,03416,en,What equity market risks affect ETF 03416?,Objective and investment strategy Objective The investment objective of the Sub-Fund is to generate income by primarily (i) investing in constituent equity securities in the Hang Seng China Enterprises Index (the “Reference Index” or the “HSCEI”); and (ii) selling (i.e.,03416_PRODUCT_KEY_FACTS 2.csv,24.0,single_sentence
03416_qa_00004,03416,zh-HK,這隻ETF的交易與持有成本有哪些（03416）？,"根據基金文件：the management fee) shall be borne by the Manager and shall not be charged to the Sub-Fund. The Net Asset Value per Share of each of the Listed Class of Shares and Unlisted Classes of Shares may be different due to different fees and cost applicable to each class. Quick facts Stock code: HKD counter: 3416 USD counter: 9416 RMB counter: 83416 Trade lot size: 500 Shares Manager: Mirae Asset Global Investments (Hong Kong) Limited Custodian: Cititrust Limited Administrator: Citibank, N.A., Hong Kong Branch Ongoing char",03416_PRODUCT_KEY_FACTS 2.csv,4.0,fees_charges_zh
03416_qa_00005,03416,en,Is ETF 03416 actively managed or passive?,Risks Associated with Investment in an Index Tracking Sub-Fund Passive Investment Risk An Index Tracking Sub -Fund is not actively managed.,03416_PROSPECTUS 2.csv,556.0,single_sentence
03416_qa_00006,03416,en,How does dividend distribution work for ETF 03416?,"“Income Property” means, in respect of a Sub -Fund, (a) all interest, dividends and other sums deemed by the Manager, (after consulting the auditors either on a general or case by case basis), to be in the nature of income (including taxation repayments, if any) received or receivable by the Custodian in respect of the Deposited Property of the Sub -Fund (whether in cash or, without limitation, by warrant, cheque, money, credit or otherwise or the proceeds of sale or transfer of any Income Property received i n a f",03416_PRODUCT_KEY_FACTS 2.csv,4.0,dividend
03416_qa_00007,03416,en,What risk factors are highlighted in the product key facts for ETF 03416?,"The Sub- Fund may also write back-month HSCEI Call Options, with factors including but not limited to the liquidity and bid-ask spread of the HSCEI Call Options, premium of the HSCEI Call Options as well as the potential risks of writing the HSCEI Call Options (taking into account, among other things, the market situation such as the recent market developments or short -term shocks that could impact the stock market and the volatility of the Reference Index) being considered. Volatility risk: The price of HS CEI Fu",03416_PRODUCT_KEY_FACTS 2.csv,36.0,key_risks
03416_qa_00008,03416,en,What are the termination conditions for ETF 03416?,"If no such notification of the withdrawal of any such Creation Application or Redemption Application (as the case may be) has been received by the Company before termin ation of such suspension, the Company shall, subject to and in accordance with the provisions of the Operating Guidelines and/or the Instrument, consider such Creation Application or Redemption Application (as the case may be) as having been received immediately following the termination of such suspension. If no such notice withdrawing any such app",03416_PRODUCT_KEY_FACTS 2.csv,185.0,termination
03416_qa_00009,03416,en,How closely does ETF 03416 aim to replicate its benchmark?,"Strategy In seeking to achieve the Sub- Fund’s investment objective, the Sub-Fund will obtain exposure to the constituent equity securities in the Reference Index in substantially the same weightings as these securities have in the Reference Index through investing (i) directly in constituent equity securities of the Reference Index (the “HSCEI Equities”) of at least 50% but not exceeding 100% of its net asset value (the “Net Asset Value”); and/or (ii) in long positions of front-month HSCEI futures contracts and/or",03416_PRODUCT_KEY_FACTS 2.csv,24.0,objective_strategy
03416_qa_00010,03416,en,What is the derivative exposure framework for ETF 03416?,Approval of resumption by Securities and Futures Commission (SFC) 2. ^ Trading in the shares of the se companies has been suspended pursuant to the direction of the Securities and Futures Commission under section 8(1) of the Securities and Futures (Stock Market Listing) Rules.,03416_GEM 2.csv,13.0,derivatives
03416_qa_00011,03416,zh-HK,這隻ETF在貨幣及交易櫃台方面有甚麼注意事項（03416）？,"根據基金文件：Risks Associated with Multi-Counter (applicable to Listed Class of Shares only) RMB Distributions Risk Where the base currency of a Sub-Fund is RMB, a Shareholder who holds Listed Class of Shares traded under the HKD counter will only receive distributions in RMB and not in HKD. The near real time indicative Net Asset Value per Share (in each trading currency of the Sub-Fund) referred to above is indicative and for reference only. 7 Where the Share of a Sub -Fund is traded in two eligible currencies, the facility i",03416_PRODUCT_KEY_FACTS 2.csv,4.0,currency_counter_zh
03416_qa_00012,03416,en,What currency-related trading considerations apply to ETF 03416?,"Risks Associated with Multi-Counter (applicable to Listed Class of Shares only) RMB Distributions Risk Where the base currency of a Sub-Fund is RMB, a Shareholder who holds Listed Class of Shares traded under the HKD counter will only receive distributions in RMB and not in HKD. The near real time indicative Net Asset Value per Share (in each trading currency of the Sub-Fund) referred to above is indicative and for reference only. 7 Where the Share of a Sub -Fund is traded in two eligible currencies, the facility i",03416_PRODUCT_KEY_FACTS 2.csv,4.0,currency_counter
