id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03009_qa_00001,03009,en,"Does ETF 03009 use derivatives, and what are the limits?","BOSERA GLOBAL EXCHANGE TRADED FUNDS SERIES OPEN- ENDED FUND COMPANY (a Hong Kong public umbrella open-ended fund company with variable capital, limited liability and segregated liability between sub-funds and authorized under section 104 of the Securities and Futures Ordinance (Cap. The Sub-Fund will not invest in any financial derivative instruments. “Unauthorised US Person” means a US person, as defined for the purposes of the United States federal securities, commodities and tax laws, including (i) a US person w",03009_25_Apr_2025_Version_KFS.csv,16,derivatives
03009_qa_00002,03009,en,What is the investment objective of ETF 03009?,"Strategy Ether is a virtual asset which was released in 2015. Objectives and Investment Strategy Objective The investment objective of the Sub -Fund is to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the price of ether as reflected by the CME CF Ether-Dollar Reference Rate - Asia Pacific Variant (the “Index”) so as to provide exposure to the value of ether. v CONTENTS DIRECTORY iii CONTENTS v PART 1 – GENERAL INFORMATION RELATING TO THE COMPANY AND",03009_25_Apr_2025_Version_KFS.csv,23,objective_strategy
03009_qa_00003,03009,zh-HK,這隻ETF的投資目標是甚麼（03009）？,"根據基金文件：Strategy Ether is a virtual asset which was released in 2015. Objectives and Investment Strategy Objective The investment objective of the Sub -Fund is to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the price of ether as reflected by the CME CF Ether-Dollar Reference Rate - Asia Pacific Variant (the “Index”) so as to provide exposure to the value of ether. v CONTENTS DIRECTORY iii CONTENTS v PART 1 – GENERAL INFORMATION RELATING TO THE COMPANY AND",03009_25_Apr_2025_Version_KFS.csv,23,objective_strategy_zh
03009_qa_00004,03009,zh-HK,這隻ETF在文件中如何規範期貨、期權及認股權證（03009）？,根據基金文件：“SFC” means the Securities and Futures Commission of Hong Kong or its successors. “SFO” means the Securities and Futures Ordinance (Cap.,03009_25_Apr_2025_Version_KFS.csv,16,derivatives_zh
03009_qa_00005,03009,en,Is principal guaranteed when investing in ETF 03009?,There is no guarantee of the repayment of principal.,03009_25_Apr_2025_Version_KFS.csv,81,single_sentence
03009_qa_00006,03009,en,When are dividends generally paid for ETF 03009?,A distributor may re-allocate an amount of the distribution fee to the sub-distributors. The Manager may amend its distribution policy subject to the SFC’s prior approval (if required) and by giving not less than one month’s prior notice to Shareholders.,03009_25_Apr_2025_Version_Prospectus.csv,32,dividend
03009_qa_00007,03009,en,Which risks could cause losses for ETF 03009 investors?," The ETF’s investment in ether is subject to key risks such as extreme price volatility risk, custody risk, cybersecurity risk, fork risk and risks associated with staking. The prices of ether have historically been extremely volatile.",03009_25_Apr_2025_Version_KFS.csv,1,key_risks
03009_qa_00008,03009,en,Under what scenarios may ETF 03009 be terminated?,"It is possible that there is only one SEHK Market Maker to a Sub-Fund or to a counter of a Sub-Fund or the Manager may not be able to engage a substitute Market Maker within the termination notice period of a Market Maker. If no such notice withdrawing any such application has been received by the Company and the relevant Custodian before termination of such suspension, the Company shall, subject to and in accordance with the provisions of the Instrument, issue, switch or redeem such Unlisted Class(es) of Shares in",03009_25_Apr_2025_Version_KFS.csv,200,termination
03009_qa_00009,03009,en,What are the key risks investors should know for ETF 03009?,"Reduction or slowdown in the acceptance and/or p revalence of ether may result in lack of liquidity, increased volatility or a significant reduction in the price of ether and thus the Sub-Fund’s investment.  The ETF’s investment in ether is subject to key risks such as extreme price volatility risk, custody risk, cybersecurity risk, fork risk and risks associated with staking.",03009_25_Apr_2025_Version_KFS.csv,1,key_risks
03009_qa_00010,03009,en,How are futures/options/warrants addressed in ETF 03009 documentation?,“SFC” means the Securities and Futures Commission of Hong Kong or its successors. “SFO” means the Securities and Futures Ordinance (Cap.,03009_25_Apr_2025_Version_KFS.csv,16,derivatives
