id,ticker,language,question,answer,source_file,source_sentence_id,source_tag
03441_qa_00001,03441,en,Is principal guaranteed when investing in ETF 03441?,There is also no guarantee that any market making activity will be effective.,03441_Product_Key_Facts 2.csv,110.0,single_sentence
03441_qa_00002,03441,zh-HK,這隻ETF是否屬於被動管理（03441）？,根據基金文件：There is also no guarantee that any market making activity will be effective.,03441_Product_Key_Facts 2.csv,110.0,single_sentence_zh
03441_qa_00003,03441,en,What is the stock code of ETF 03441?,The stock code is 3441.,multi_csv_aggregate,,fact_extraction
03441_qa_00004,03441,zh-HK,這隻ETF的雙櫃台交易有甚麼風險（03441）？,"根據基金文件：Where a Sub-Fund has a Dual Counter or Multi -Counter, all cash creation and redemption for all Listed Class of Units must be in the Base Currency of such Sub-Fund or any other currency as set out in the relevant Appendix only. “Dual Counter” means, in respect of Listed Class of Units, the facility by which the Units of a Sub-Fund traded in RMB and traded in HKD are each assigned separate stock codes on the SEHK. Where indicated in the relevant Appendix in Part 2 of this Prospectus, Units in a Sub -Fund may be avai",03441_Product_Key_Facts 2.csv,4.0,currency_counter_zh
03441_qa_00005,03441,en,How does dividend distribution work for ETF 03441?,"High dividend stocks often belong to specific sectors, which may not be as diversified as the broader market potentially leading to greater exposure to sector -specific risks and market fluctuations. Concentration in high yield stocks and the associated risk The Sub -Fund focuses on high dividend stocks listed on the SEHK which subjects it to greater concentration risk. However, there is no guarantee of regular distribution nor the amount being distributed (if any). Quick facts Stock code: 3441 Trading lot size: 10",03441_Product_Key_Facts 2.csv,4.0,dividend
03441_qa_00006,03441,en,Are dividend payouts guaranteed for ETF 03441?,"However, there is no guarantee of regular distribution nor the amount being distributed (if any). Additionally, companies that offer high dividends may, in challenging economic environments, might reduce or suspend dividend pa yments, in turn impacting the Sub-Fund's performance. There is no assurance that dividends will be declared and paid in respect of the securities comprising the Index, and dividend payment rates in respect of such securities will depend on the performance of the constituent securities of the",03441_Product_Key_Facts 2.csv,4.0,dividend
03441_qa_00007,03441,en,What is the trading lot size for ETF 03441?,The trading lot size is 100 Units.,multi_csv_aggregate,,fact_extraction
03441_qa_00008,03441,en,How does ETF 03441 implement its index-tracking strategy?,"The Sub -Fund will (i) primarily use a physical representative sampling strategy by investing 50% to 100% of its NAV in Securities constituting the Index (“ Index Securities ”); and (ii) where the Manager believes such investments are beneficial to the Sub -Fund and will help the Sub -Fund achieve its investment objective, use a synthetic representative sampling strategy as an ancillary strategy by investing up to 50% in financial derivative instruments (“FDIs”), which will only be funded total return swaps with on",03441_Product_Key_Facts 2.csv,21.0,objective_strategy
03441_qa_00009,03441,zh-HK,這隻ETF的基礎貨幣是甚麼（03441）？,根據基金文件：The base currency is Hong Kong Dollar (“HKD”) Trading currency: HKD.,multi_csv_aggregate,,fact_extraction_zh
03441_qa_00010,03441,zh-HK,這隻ETF的港幣／人民幣櫃台如何運作（03441）？,"根據基金文件：Payment Terms in respect of Cash Creation only Where Cash Creation is adopted, the Manager currently only accepts cash payments in the Base Currency of the relevant Sub -Fund (even for a Sub -Fund which adopts Dual Counter or Multi-Counter) or any other currency as set out in the relevant Appendix. Where indicated in the relevant Appendix in Part 2 of this Prospectus, Units in a Sub -Fund may be available for trading on the SEHK using a Dual Counter or Multi-Counter.",03441_Product_Key_Facts 2.csv,4.0,currency_counter_zh
