sentence_id,text
0,"IMPORTANT: If you are in any doubt about the contents of this Prospectus, you should consult your stockbroker, bank manager, solicitor, accountant or other financial adviser for independent professional financial advice."
1,Investors should note that this Prospectus relates to a Sub-Fund which offers both exchange-traded class of Units and unlisted (not exchange-traded) class(es) of Units.
2,CHINAAMC GLOBAL ETF SERIES II (a Hong Kong umbrella unit trust authorised under Section 104 of the Securities and Futures Ordinance (Cap.
3,"571) of Hong Kong) ChinaAMC Asia USD Investment Grade Bond ETF HKD Counter Stock Code: 3141 USD Counter Stock Code: 9141 ChinaAMC Asia High Dividend ETF Stock Code: 3145 ChinaAMC MSCI Japan Hedged to USD ETF Stock Code: 3160 ChinaAMC MSCI Europe Quality Hedged to USD ETF Stock Code: 3165 ChinaAMC NASDAQ 100 ETF HKD Counter Stock Code: 3086 USD Counter Stock Code: 9086 PROSPECTUS Manager China Asset Management (Hong Kong) Limited Investment Delegate Mackenzie Financial Corporation 23 December 2024 Hong Kong Exchanges and Clearing Limited (“HKEX”), The Stock Exchange of Hong Kong Limited (the “SEHK”), Hong Kong Securities Clearing Company Limited (“HKSCC”) and the Hong Kong Securities and Futures Commission (the “SFC”) take no responsibility for the contents of this Prospectus, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of the contents of this Prospectus."
4,The Trust and the Sub-Funds have each been authorised as collective investment schemes by the SFC.
5,SFC authorisation is not a recommendation or endorsement of a scheme nor does it guarantee the commercial merits of a scheme or its performance.
6,It does not mean the scheme is suitable for all investors nor is it an endorsement of its suitability for any particular investor or class of investors.
7,"i IMPORTANT INFORMATION This Prospectus relates to the offer in Hong Kong of units (the “Units”) in the ChinaAMC Global ETF Series II (the “Trust”), an umbrella unit trust established under Hong Kong law by a trust deed dated 17 October 2014, as amended, supplemented and restated from time to time (the “Trust Deed”)."
8,The Trust Deed was entered into between BMO Global Asset Management (Asia) Limited and Cititrust Limited on 17 October 2014.
9,"Pursuant to a Deed of Retirement and Appointment dated 3 June 2019, State Street Trust (HK) Limited (the “Trustee”) is appointed as the trustee in place of Cititrust Limited with effect from 25 November 2019."
10,"Pursuant to a Deed of Retirement and Appointment dated 7 April 2021, China Asset Management (Hong Kong) Limited (the “Manager”) is appointed as the manager in place of BMO Global Asset Management (Asia) Limited with effect from 28 May 2021."
11,The Trust currently has a number of sub-funds (the “Sub-Funds” or individually a “Sub-Fund”).
12,The Trust may establish sub-funds in respect of which a separate class or classes of Units will be issued.
13,The Sub- Fund issues both exchange-traded classes of Units (“Listed Class of Units”) and/or unlisted (not exchange-traded) classes of Units (“Unlisted Class(es) of Units”).
14,The information contained in this Prospectus has been prepared to assist potential investors in making an informed decision in relation to investing in the Sub-Funds.
15,It contains important facts about the Sub-Funds whose Units are offered in accordance with this Prospectus.
16,"As the Sub-Fund issues both Listed Class of Units and Unlisted Class(es) of Units, a separate set of product key facts statement which contains the key features and risks of each of the Sub-Funds is also issued for the Listed Class of Units and Unlisted Class(es) of Units respectively by the Manager and such product key facts statements shall form part of this Prospectus, and shall be read, in conjunction with, this Prospectus."
17,"The Manager accepts full responsibility for the accuracy of the information contained in this Prospectus and the product key facts statements and confirms, having made all reasonable enquiries, that to the best of its knowledge and belief there are no other facts the omission of which would make any statement misleading."
18,"The Manager also confirms that this Prospectus includes particulars given in compliance with (in respect of the Listed Class of Units only) the Rules Governing the Listing of Securities on the Stock Exchange of Hong Kong Limited and the Code on Unit Trusts and Mutual Funds (the “Code”) and the “Overarching Principles” of the SFC Handbook for Unit Trusts and Mutual Funds, Investment- Linked Assurance Schemes and Unlisted Structured Investment Products for the purposes of giving information with regard to the Units of the Sub-Funds."
19,"The Trustee is not responsible for the preparation of this Prospectus and shall not be held liable to any person for any information disclosed in this Prospectus, except for the information regarding the Trustee itself under the paragraph headed “The Trustee” in the section on “Management and Administration of the Trust”."
20,Each Sub-Fund is a fund falling within Chapter 8.6 of the Code.
21,The Trust and each Sub-Fund are authorized by the SFC in Hong Kong under Section 104 of the Securities and Futures Ordinance.
22,"The SFC takes no responsibility for the financial soundness of the Trust, the Sub-Funds or for the correctness of any statements made or opinions expressed in this Prospectus."
23,SFC authorisation is not a recommendation or endorsement of a scheme nor does it guarantee the commercial merits of a scheme or its performance.
24,It does not mean the scheme is suitable for all investors nor is it an endorsement of its suitability for any particular investor or class of investors.
25,"You should consult your financial adviser, consult your tax advisers and take legal advice as appropriate as to whether any governmental or other consents are required, or other formalities need to be observed, to enable you to acquire Units as to whether any taxation effects, foreign exchange restrictions or exchange control requirements are applicable and to determine whether any investment in a Sub-Fund is appropriate for you."
26,"The Listing Committee of The Stock Exchange of Hong Kong Limited (the “SEHK”) has accepted the application for the listing of, and permission to deal in the Units of the Sub-Funds."
27,Dealings in the Units of the Sub-Funds on the SEHK have already commenced.
28,"The Units of the Sub-Funds have been accepted as eligible securities by Hong Kong Securities Clearing Company Limited (“HKSCC”) for deposit, clearance and settlement in the Central Clearing and Settlement System (“CCASS”)."
29,Settlement of transactions between participants of the SEHK is required to take place in CCASS on the second CCASS Settlement Day after any trading day.
30,All activities under CCASS are subject to the General Rules of HKSCC and HKSCC Operational Procedures in effect from time to time.
31,"No action has been taken to permit an offering of Units or the distribution of this Prospectus in any jurisdiction other than Hong Kong and, accordingly, this Prospectus does not constitute an offer or solicitation to anyone in any jurisdiction in which such offer is not authorized or to any person to whom it is unlawful to make such offer or solicitation."
32,"The Units have not been, and will not be, registered under the United States Securities Act of 1933, as amended (the “US Securities Act”) or any other United States Federal or State law and, except in a transaction which does not violate the US Securities Act, may not be directly or indirectly offered to or sold in the United States of America or any of its territories or for the benefit of a US Person (as defined in Regulation S of the US Securities Act)."
33,"The Trust and the Sub-Funds have not been and will not be registered as an investment company under the United States Investment Company Act of 1940, as amended."
34,"Units may not be acquired or owned by (i) an employee benefit plan, as defined in ii Section 3(3) of the Employee Retirement Income Security Act of 1974, as amended (“ERISA”), that is subject to Title I of ERISA, (ii) a plan, as defined in Section 4975(e)(1) of the US Internal Revenue Code of 1986, as amended (the “Internal Revenue Code”), that is subject to Section 4975 of the Internal Revenue Code, (iii) a plan that is subject to any other law, regulation, rule or restriction that is substantially similar to ERISA or Section 4975 of the Internal Revenue Code (“Similar Law”) or (iv) an entity whose assets are deemed to include the assets of such an employee benefit plan or plan for purposes of ERISA, Section 4975 of the Internal Revenue Code or Similar Law, unless the purchase, holding and disposition of units will not constitute a violation under ERISA, Section 4975 of the Internal Revenue Code and any applicable Similar Law."
35,"Furthermore, distribution of this Prospectus (including the product key facts statements) shall not be permitted unless it is accompanied by a copy of the latest annual financial statements of the Sub-Funds (where existing) and, if later, its most recent interim report."
36,"You should note that any amendment or addendum to this Prospectus will only be posted on the Manager’s website ( www.chinaamc.com.hk) the contents of which, and of any other websites referred to in this Prospectus (including the product key facts statements), have not been reviewed by the SFC."
37,This Prospectus may refer to information and materials included in websites.
38,Such information and materials do not form part of this Prospectus and they have not been reviewed by the SFC or any regulatory body.
39,Investors should note that the information provided in websites may be updated and changed periodically without any notice to any person.
40,Questions and Complaints Investors may raise any questions on or make any complaints about the Trust (including the Sub-Funds) by contacting the Manager at its address as set out in the Directory of this Prospectus or calling the Manager on 3406 8686 during normal office hours.
41,"iii DIRECTORY Manager China Asset Management (Hong Kong) Limited 37/F, Bank of China Tower 1 Garden Road Central Hong Kong Trustee State Street Trust (HK) Limited 68/F Two International Finance Centre 8 Finance Street Central Hong Kong Administrator and Custodian State Street Bank and Trust Company 68/F, Two International Finance Centre 8 Finance Street Central Hong Kong Investment Delegate Mackenzie Financial Corporation 180 Queen Street West Toronto, Ontario M5V-3K1 Canada Registrar (in respect of Listed Class of Units only) Tricor Investor Services Limited Level 54, Hopewell Centre 183 Queen’s Road East Hong Kong Transfer Agent (in respect of Unlisted Class(es) of Units only) State Street Bank and Trust Company 68/F, Two International Finance Centre 8 Finance Street Central Hong Kong Participating Dealers and PD Agents*# Please refer to the relevant Appendix of each Sub-Fund Market Makers*# Please refer to the relevant Appendix of each Sub-Fund Legal Counsel to the Manager Simmons & Simmons 30/F, One Taikoo Place 979 King’s Road Hong Kong Auditor KPMG 8/F Prince’s Building 10 Chater Road Central Hong Kong Service Agent# HK Conversion Agency Services Limited 1/F, One & Two Exchange Square 8 Connaught Place Central Hong Kong * Please refer to the Manager’s website for the latest lists of Market Makers, Participating Dealers and PD Agents."
42,Please also refer to the Hong Kong Exchanges and Clearing Limited’s website at www.hkex.com.hk for the latest list of Market Makers.
43,# Applicable in respect of Listed Class of Units only.
