sentence_id,text
0,1 Issuer: Mirae Asset Global Investments (Hong Kong) Limited PRODUCT KEY FACTS Global X ETF Series- Global X MSCI China ETF April 2021  This is a passive exchange traded fund.
1, This statement provides you with key information about this product.
2, This statement is a part of the Prospectus.
3, You should not invest in this product based on this statement alone.
4,"Quick facts Stock code: 3040 Trade lot size: 100 Units Fund Manager: Mirae Asset Global Investments (Hong Kong) Limited Trustee: Cititrust Limited Ongoing charges over a year*: 0.18% Tracking difference of the -0.48% last calendar year**: Underlying Index: MSCI China Index Base currency: Hong Kong dollars Trading currency: Hong Kong dollars Dividend policy: Annually at the Manager’s discretion (May in each year) Financial year end of the Sub-Fund 31 March ETF Website: https://www.globalxetfs.com.hk/ * The ongoing charges figure is an annualised figure based on the ongoing expenses of the Sub-Fund, expressed as a percentage of the Sub -Fund’s average net asset value over the same period."
5,This figure may vary from year to year.
6,"The Sub -Fund adopts a single management fee structure with effect from 1 March 2021 , whereby a single flat fee will be paid out of the assets of the Sub -Fund to cover all of the costs, fees and expenses of the Sub-Fund."
7,"From 1 March 2021 onwards, the ongoing charges of the Sub -Fund are fixed at 0.18% of the Sub-Fund’s net asset v alue, which is equal to the current rate of the management fee of the Sub-Fund."
8,"For the avoidance of doubt, any ongoing expenses of the Sub-Fund exceeding the ongoing charges of the Sub-Fund (i.e."
9,the management fee) shall be borne by the Manager and shall not be charged to the Sub-Fund.
10,Please refer t o the below section headed “Ongoing fees payable by the Sub -Fund” and the Prospectus for further details.
11,** This is the actual tracking difference of the calendar year ended 31 December 2020.
12,Investors should refer to the Sub-Fund’s website for more up-to-date information on actual tracking difference.
13,What is this product?
14,"Global X MSCI China ETF (the “Sub -Fund”) is an investment fund of the Global X ETF Series, which is an umbrella unit trust established under Hong Kong law."
15,The Sub-Fund is an index tracking ETF falling under Chapter 8.6 of the Code on Unit Trusts and Mutual Funds issued by the Securities and Futures Commission (the “Code”).
16,The units of the Sub -Fund (the “Units”) are traded on The Stock Exchange of Hong Kong Limited (the “SEHK”) like stocks.
17,"Global X ETF Series - Global X MSCI China ETF 2 Objective and investment strategy Objective The Sub-Fund seeks to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the MSCI China Index (the “Underlying Index”)."
18,"Strategy The Manager intends to adopt a full replication strategy through investing all, or substantially all, of the assets of the Sub -Fund directly in substantially all securities constituting the Underlying Index in substantially the same weightings as these securities have in the Underlying Index to achieve the investment objective of the Sub-Fund (“Replication Strategy”)."
19,"Where the adoption of a Replication Strategy is not efficient or practicable or is otherwise at the Manager's absolute discretion, the Manager may pursue a Representative Sampling Strategy and hold a representative sample of the constituent securities of the Underlying Index selected by the Manager using quantitative analytical models to derive a portfolio sample."
