sentence_id,text
0,1 Issuer: Mirae Asset Global Investments (Hong Kong) Limited PRODUCT KEY FACTS Global X ETF Series- Global X Hang Seng High Dividend Yield ETF December 2019  This is a passive exchange traded fund.
1, This statement provides you with key information about this product.
2, This statement is a part of the Prospectus.
3, You should not invest in this product based on this statement alone.
4,Quick facts Stock code: 3110 Trade lot size: 100 Units Fund Manager: Mirae Asset Global Investments (Hong Kong) Limited Trustee: Cititrust Limited Ongoing charges over a year*: 0.47% Tracking difference of the -0.34% last calendar year**: Underlying Index: Hang Seng High Dividend Yield Index Base currency: Hong Kong dollars Trading currency: Hong Kong dollars Dividend policy: Semi-annually at the Manager’s discretion (March and September in each year).
5,Distributions may be made out of capital or effectively out of capital as well as income at the Manager’s discretion.
6,Please refer to the risk factor “Distributions out of or effectively out of capital risk” below.
7,"Financial year end of the Sub-Fund: 31 March ETF Website: www.am.miraeasset.com.hk/globalx * The o ngoing charges figure is based on expenses reported in the Sub -Fund’s annual financial statements for the year ended 31 March 2019, expressed as a percentage of the Sub-Fund’s average net asset value over the same period."
8,This figure may vary from year to year.
9,** This is the actual tracking difference of the calendar year ended 31 December 201 8.
10,Investors should refer to the Sub-Fund’s website for more up-to-date information on actual tracking difference.
11,What is this product?
12,"Global X Hang Seng High Dividend Yield ETF (the “Sub-Fund”) is an investment fund of the Global X ETF Series, which is an umbrella unit trust established under Hong Kong law."
13,The Sub-Fund is an index tracking ETF falling under Chapter 8.6 of the Code on Unit Trust s and Mutual Funds.
14,The units of the Sub-Fund (the “Units”) are traded on The Stock Exchange of Hong Kong Limited (the “SEHK”) like stocks.
15,"Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 2 Objective and investment strategy Objective The Sub -Fund seeks to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the Hang Seng High Dividend Yield Index (the “Underlying Index”)."
16,"Strategy The Manager intends to adopt a full replication strategy through investing all, or substantially all, of the assets of the Sub -Fund directly in substantially all securities constituting the Underlying Index in substantially the same weightings as these securities have in the Underlying Index to ac hieve the investment objective of the Sub -Fund (“Replication Strategy”)."
17,"Where the adoption of a Replication Strategy is not efficient or practicable or is otherwise at the Manager's absolute discretion, the Manager may pursue a Representative Sampling Strategy and hold a representative sample of the constituent securities of the Underlying Index selected by the Manager using quantitative analytical models to derive a portfolio sample."
18,"Investors should note that the Manager may switch between the Replication Strategy and the Representation Sampling Strategy without prior notice to investors, in its absolute discretion."
19,"The Manager has no intention to invest in financial derivatives instruments (or to adopt a synthetic replication strategy) nor to engage in securities lending transactions, sale and repurchase transactions or reverse repurchase transactions in respect of the Sub -Fund."
20,"Should there be a change in such intention, the Manager will seek prior approval of the SFC if required and not less than one month’s prior notice (or such other notice period as agreed with the SFC) will be given to unitholders."
21,The Sub-Fund will not invest in A-shares.
22,Index The Underlying Index aims to reflect the overall performance of high -yield securities listed in Hong Kong.
23,"It comprises 50 constituents and its universe comprises all stocks and REITs that have their primary listings on the Hong Kong Exchanges and Clearing Limited (“HKEx”), excluding stocks that are secondary listings, preference shares, debt securities, mutual funds or other derivatives."
24,"Currently, foreign companies are also excluded from the universe."
25,"For this purpose, foreign companies refer to companies which are incorporated overseas (outside Hong Kong / mainland China) and have a majority of t heir business overseas (outside Hong Kong / mainland China)."
26,Eligible stocks should be large -cap or mid -cap constituents from the Hang Seng Composite Index (“HSCI”).
27,Eligible REITs should be constituents from the Hang Seng REIT Index and larger than th e smallest mid -cap constituent of the HSCI in terms of the 12 -month-average full market value for the past calendar year.
28,"Eligible stocks or REITs (subject to exception as described in the Appendix) should have a minimum velocity of 0.1% (i) for at least 10 out of the past 12 months, and (ii) for the latest three months."
29,"For this purpose, “velocity” means median of daily traded shares in specific calendar month divided by free float-adjusted issued shares at month-end."
30,They should also have a cash dividend paid record of at least three consecutive fiscal years.
31,"The top 25% of the eligible stocks or REITs in terms of one -year historical volatility, i.e."
32,"standard deviation of daily logarithmic return for the past 12 months to the review cut-off date, Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 3 will be excluded from constituent selection."
33,Stocks or REITs are ranked by net dividend yield.
34,The top 50 stocks or REITs in terms of net dividend yield will be selected as constituents of the Hang Seng High Dividend Yield Index.
35,The Underlying Index is net dividend yield weighted.
36,"At each index rebalancing, the weighting for each constituent is capped at 10%."
37,The Underlying Index is calculated and maintained by Hang Seng Indexes Company Limited.
38,It was launched on 10 December 2012 and has a base date of 29 June 2007.
39,The Manager (and each of its connected persons) is independent of the index provider.
40,The Sub-Fund tracks the net total return index of the Underlying Index.
41,"As at 29 November 2019, the Underlying Index had a total market capitalisation of HK$ 8,105,216 million and 50 constituents."
42,"Index Constituents The constituents of the Index, their respective weightings and additional information of the Index are published at www.hsi.com.hk (this has not been reviewed or approved by the SFC)."
43,Below is the chart showing the weightings in the Underlying Index by share type as at 29 November 2019: Weightings by Share Type Details of the index methodology of the Underlying Index can be found on www.hsi.com.hk.
44,Use of derivatives / investment in derivatives The Sub-Fund will not use derivatives for any purpose.
45,What are the key risks?
46,Investment involves risks.
47,Please refer to the Prospectus for details including the risk factors.
48,General investment risk  The Sub-Fund’s investment portfolio may fall in value due to any of the key risk factors below and therefore your investment in the Sub-Fund may suffer losses.
49,There is no guarantee of the repayment of principal.
50,Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 4 2.
51,"Equity market risk  The Sub-Fund’s investment in equity securities is subject to general market risks, whose value may fluctuate due to various factors, such as changes in investment sentiment, political and economic conditions and issuer-specific factors."
52,Dividend risk  There is no assurance that dividends will be declared and paid in respect of the securities comprising the Hang Seng High Dividend Yield Index.
53,"Dividend payment rates in respect of such securities will depend on the performance of the companies or REITs of the constituent securities of the Hang Seng High Dividend Yield Index as well as factors beyond the control of the Manager including but not limited to, the dividend distribution policy of these companies or REITs."
54, Whether or no t distributions will be made by the Sub-Fund is at the discretion of the Manager taking into account various factors and its own distribution policy.
55,There can be no assurance that the distribution yield of the Sub-Fund is the same as that of the Hang Seng High Dividend Yield Index.
56,Risks associated with the property and construction industry  There are special risk considerations associated with investing in the securities of companies principally engaged in the property and construction industry.
57,"These risks include without limitation: the cyclical nature of property values, risks related to global and local economic conditions, overbuilding and increased competition, increases in property taxes and operating expenses, demographic trends and variations i n rental income, changes in zoning laws, casualty or condemnation losses, environmental risks, regulatory limitations on rents, changes in neighbourhood values, related party risks, changes in the appeal of properties to tenants and increases in interest rates."
58,Concentration risk  The Sub-Fund’s investments are concentrated in the property and construction sector.
59,The value of the Sub-Fund may be more volatile than that of a fund having a more diverse portfolio of investments.
60," The Sub-Fund may likely be more volatile than a broad -based fund, such as a global equity fund, as it is more susceptible to fluctuations in value of the Underlying Index resulting from adverse conditions in the property and construction industry."
61,Emerging market risks  China is an e merging market.
62,"The Sub -Fund invests in PRC companies which may involve increased risks and special considerations not typically associated with investment in more developed markets, such as liquidity risks, currency risks/control, political and economic uncertainties, legal and taxation risks, settlement risks, custody risk and the likelihood of a high degree of volatility."
63,Mid-capitalisation companies risk  The Sub-Fund may contain investment in mid -capitalisation companies.
64,The stocks of mid-capitalisation companies may have lower liquidity and their prices are typically more volatile to adverse economic developments than those of larger capitalisation companies in general.
65,Passive investment risk  The Sub-Fund is passively managed and the Manager will not have the discretion to adapt to market changes due to the inherent investment nature of the Sub-Fund.
66,Falls in the Underlying Index are expected to result in corresponding falls in the value of the Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 5 Sub-Fund.
67,"Trading risk  Generally, retail investors can only buy or sell Units on the SEHK."
68,The trading price of the Units on the SEHK is driven by market factors such as demand and supply of the Units.
69,"Therefore, the Units may trade at a substantial premium/discount to its net asset value."
70, As investors will pay certain charges (e.g.
71,"trading fees and brokerage fees) to buy or sell Units on the SEHK, investors may pay more than the net asset value per Unit when buying Units on the SEHK, and may receive less than the net asset value per Unit when selling Units on the SEHK."
72,"Tracking error risk  The Sub -Fund may be subject to tracking error risk, which is the risk that its performance may not track that of the Underlying Index exactly."
73,"This tracking error may result from the investment strategy used , and fees and expenses."
74,The Manager will monitor and seek to manage such risk in minimizing tracking error.
75,There can be no assurance of exact or identical replication at any time of the performance of the Underlying Index.
76,"Termination risks  The Sub -Fund may be terminated early under certain circumstances, for example, where Hang Seng Indexes Company Limited terminates the Underlying Index or does not allow the Sub-Fund to use the Underlying Index and there is no successor index , or the fund size falls below HK$50,000,000."
77,Investors may not be able to recover their investments and suffer a loss when the Sub-Fund is terminated.
78,"Market interventions by governments and regulators  Governments and regulators may intervene in the financial mark ets, such as by the imposition of trading restrictions, a ban on “naked” short selling or the suspension of short selling for certain stocks."
79,"This may affect the operation and market making activities of the Sub-Fund, and may have an unpredictable impact on the Sub-Fund."
80," Furthermore, such market interventions may have a negative impact on the market sentiment which may in turn affect the performance of the Underlying Index and as a result the performance of the Sub-Fund."
81,Reliance on market maker  Liquidity in the market for the Units may be adversely affected if there is no market maker for the Sub-Fund.
82,"Although the Manager will use its best endeavours to put in place arrangements so that at least one market maker will maintain a market f or the Units and that at least one market maker gives not less than 3 months’ notice prior to terminating market making arrangement under the relevant market maker agreement, liquidity in the market for the Units may be adversely affected if there is no or only one market maker for the U nits."
83,There is also no guarantee that any market making activity will be effective.
84,Distributions out of or effectively out of capital risk  The Manager may at its discretion pay dividends out of the capital of the Sub-Fund.
85,"The Manager may also, at its discretion, pay dividend out of gross income while all or part of the fees and expenses of the Sub-Fund are charged to/paid out of the capital of the Sub-Fund, resulting in an increase in distributable income for the payment of dividends by the Sub-Fund and therefore, the Sub-Fund may effectively pay dividend out of capital."
86,Payment of dividends out of capital or effectively out of capital amounts Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 6 to a return or withdrawal of part of an investor’s original investment or from any capital gains attributable to that original investment.
87,Any such distributions may result in an immediate reduction of the Net Asset Value per Unit.
88,How has the Sub-Fund performed?
89, Past performance information is not indicative of future performance.
90,Investors may not get back the full amount invested.
91," The computation basis of the performance is based on the calendar year end, NAV - to-NAV, with dividends (if any) reinvested."
92, These figures show by how much the Sub -Fund increased or decreased in value during the calendar year shown.
93,Performance data has been calculated in HKD including ongoing charges and excluding trading costs on SEHK you might have to pay.
94, Where no past performance is shown there was insufficient data available in that year to provide performance.
95, Sub-Fund launch date: 10 June 2013 Is there any guarantee?
96,The Sub-Fund does not have any guarantees.
97,You may not get back the amount of money you invest.
98,Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 7 What are the fees and charges?
99,Charges incurred when trading the Sub-Fund on SEHK Fee What you pay Brokerage fee Market rates Transaction levy 0.0027% Trading fee 0.005% Stamp duty Nil Ongoing fees payable by the Sub-Fund The following expenses will be paid out of the Sub-Fund.
100,They affect you because they reduce the net asset value which may affect the trading price.
101,Annual rate (as a % of the Sub-Fund’s net asset value) Management fee* 0.18% Trustee fee* Up to 0.
102,06% p.a.
103,"(subject to a minimum fee of US$2,500 per month) Performance fee Not applicable Administration fee Not applicable *Please note that such a fee may be increased up to a permitted maximum amount by providing 1 month’s prior notice to unitholders."
104,Please refer to the “Fees and Charges” section of the Prospectus for details.
105,Other Fees You may have to pay other fees when dealing in the units of the Sub-Fund.
106,"Global X ETF Series - Global X Hang Seng High Dividend Yield ETF 8 Additional information You can find the following information of the Sub-Fund at the following website at www.am.miraeasset.com.hk/globalx (which has not been reviewed by the SFC):  the Prospectus and this statement (as revised from time to time);  the latest annual and interim financial reports (in English only);  the last net asset value of the Sub-Fund in HKD, and last net asset value per unit in HKD;  the near real time indicative net asset value per Unit updated every 15 seconds throughout each dealing day in HKD;  compositions of dividends (i.e."
107,"the relative amounts paid out of (i) net distributable income and (ii) capital), if any, for the last 12 months;  the latest list of the participating dealers and market makers;  the full portfolio information of the Sub-Fund (updated on a daily basis);  any notices rela ting to material changes to the Sub-Fund which may have an impact on its investor such as material alterations or additions to the Prospectus or the Sub-Fund’s constitutive documents;  any public announcements made by the Sub-Fund, including information with regard to the Sub-Fund and the Underlying Index, the notices of the suspension of the creation and redemption of Units, the suspension of the calculation of the net asset value, changes in fees and the suspension and resumption of trading;  the past performance information of the Sub-Fund;  the ongoing charges of the Sub-Fund; and  the actual tracking difference and tracking error of the Sub-Fund."
108,"Important If you are in doubt, you should seek professional advice."
109,The SFC takes no responsibility for the contents of this statement and makes no representation as to its accuracy or completeness.
