sentence_id,text
0,CICC HKD Money Market ETF 1 PRODUCT KEY FACTS CICC HKD Money Market ETF (Listed Class) (a sub-fund of CICC Fund Series) China International Capital Corporation Hong Kong Asset Management Limited 18 March 2022 This is an active exchange traded fund.
1,This statement provides you with key information about this product.
2,This statement is a part of the Prospectus.
3,You should not invest in this product based on this statement alone.
4,"Quick facts Stock codes: 03071 – HKD counter Trading lot size: 1 Unit Manager: China International Capital Corporation Hong Kong Asset Management Limited Trustee and Registrar: Brown Brothers Harriman Trustee Services (Hong Kong) Limited Ongoing charges over a year*: Estimated to be 0.245% Dealing frequency: Daily (each Business Day as defined in the Prospectus) Base currency: Hong Kong Dollars (HKD) Trading currency: Hong Kong Dollars (HKD) – HKD counter Financial year end of this fund: 31 December Distribution policy: Subject to the Manager’s discretion, the Manager intends to pay distributions to Unitholders annually."
5,All units will receive distributions in the base currency (HKD) only.
6,Distributions may be made out of capital or effectively out of capital as well as income at the Manager’s discretion.
7,Any distributions out of capital or effectively out of capital may result in an immediate reduction in the NAV per Unit of the Sub-Fund.
8,"ETF website: https://cicchkam.com * As the Sub-Fund (as defined below) is newly set up, this figure is a best estimate only and represents the sum of the estimated ongoing charges expressed as a percentage of the estimated average net asset value."
9,It may be different upon actual operation and may vary from year to year.
10,"As the Sub-Fund adopts a single management fee structure, the estimated ongoing charges of the Sub-Fund will be equal to the amount of the single management fee which is capped at a maximum of 0.245% of the average Net Asset Value of the Sub-Fund."
11,The excess of the expenses over such cap will be borne by the Manager.
12,What is this product?
13,"CICC HKD Money Market ETF (the “ Sub-Fund”) is a sub-fund of CICC Fund Series, which is an umbrella unit trust established under Hong Kong law."
14,The listed class of units of the Sub-Fund (“Units”) are listed on The Stock Exchange of Hong Kong Limited (the “ SEHK”).
15,These Units are traded on the SEHK like listed stocks.
16,The Sub-Fund is an actively managed exchange traded fund under Chapters 8 .2 and 8.10 of the Code on Unit Trusts and Mutual Funds (the “Code”).
17,CICC HKD Money Market ETF 2 The Sub-Fund offers both listed class of Units (the “Listed Class of Units”) and unlisted class of Units (the “Unlisted Class of Units”).
18,"This statement contains information about the of fering of the Listed Class of Units, and unless otherwise specified references to “Units” in this statement shall refer to the “Listed Class of Units”."
19,Investors should refer to a separate statement for the offering of Unlisted Class of Units.
20,The purchase of a Unit in the Sub-Fund is not the same as placing funds on deposit with a bank or deposit-taking company.
21,The Sub -Fund does not guarantee principal and the Manager has no obligation to redeem the Units at the offer value.
22,The Sub-Fund does not have a constant Net Asset Value.
23,The Sub-Fund is not subject to the supervision of the Hong Kong Monetary Authority.
24,Objective and investment strategy Objective The Sub-Fund’s objective is to invest in short-term deposits and high quality money market investments.
25,"The Sub-Fund seeks to achieve a return in Hong Kong Dollars in line with prevailing money market rates, with primary considerations of both capital preservation and liquidity."
26,There can be no assurance that the Sub-Fund will achieve its investment objective.
27,"Strategy The Sub -Fund will invest at least 70% of its net asset value (“ NAV”) in Hong Kong Dollars (“ HKD”) denominated and settled short -term deposits and high quality money market instruments issued by governments, quasi-governments, international organisations and financial institutions."
28,"High quality money market instruments include debt securities, commercial papers, certificates of deposits and commercial bills."
29,"In assessing whether a money market instrument is of high quality, at a minimum the cr edit quality and the liquidity profile of the money market instruments will be taken into account."
30,The Sub -Fund will invest less than 30% of its NAV into non -HKD-denominated and settled short -term deposits and high quality money market instruments.
31,The Manager may hedge any non-HKD-denominated and settled investments into HKD to manage any material currency risk.
32,"The value of the Sub-Fund’s holding of investments in the form of short-term and high quality asset backed securities subject to the same criteri a as set out below for selection of debt securities, such as mortgage backed securities and asset backed commercial papers, may not exceed 15% of its NAV."
33,The asset allocation of the Sub-Fund will change according to the Manager’s view of market conditions and the international investment trends and environment.
34,"The Manager will assess the yield of money market instruments, and will take into consideration factors such as currency risk, credit/counterparty risk liquidity, costs, timing of execution and the relative attractiveness of individual securities and issuers in the market."
35,"The debt securities that may be invested by the Sub-Fund include but are not limited to government bonds, fixed and floating rate bonds."
36,"Other than the general criteria described above, the Manager will also consider the following in selecting high quality debt securities: 1."
37,"Credit quality: The Sub-Fund will only invest in debt securities rated investment grade or above by an independent rating agency, e.g."
