sentence_id,text
0,1 Product Key Facts BMO MSCI EUROPE QUALITY HEDGED TO USD ETF BMO Global Asset Management (Asia) Limited March 2020 This is a passive exchange traded fund.
1,This statement provides you with key information about this product.
2,This statement is a part of the offering document .
3,You should not invest in this product based on this statement alone.
4,Quick facts Stock code: 3165 Trading lot size: 200 Units Manager: BMO Global Asset Management (Asia) Limited Trustee: State Street Trust (HK) Limited Registrar: Tricor Investor Services Limited Ongoing charges 0.50%# over a year: Tracking difference -1.45%## of the last calendar year : Index: MSCI Europe Quality 100% Hedged to USD Index Base currency: HKD Trading currency: HKD Currency hedging: The Sub -Fund intends to invest in currency forwards for hedging purposes in order to replicate the hedging methodology of its underlying index as part of its investment strategy.
5,Financial year end: 31 December Dividend policy: The Manager intends to distribute income to unitholders at least semi-annually (usually in March and September of each year).
6,"There is no guarantee of regular distribution payments, or the amount being distributed."
7,There is no current intention to make distribution out of capital or effectively out of capital.
8,ETF website: www.bmo.hk ### # The ongoing charges figure is an annualized figure based on expenses for the year ended 31 December 2019 .
9,This figure may vary from year to year.
10,It represents the sum of the ongoing expenses chargeable to the Sub -Fund expressed as a percentage of the Sub -Fund’s average net asset value .
11,## This is the actual tracking difference of the calendar year ended 31 December 2019.
12,Investors should refer to the website of the Sub-Fund for more up-to-date information on actual tracking difference.
13,### This website has not been reviewed by the SFC.
14,2 What is this product?
15,This is a fund constituted in the form of a unit trust established under Hong Kong law and is a sub-fund of the BMO ETF.
16,The Units of the BMO MSCI Europe Quality Hedged to USD ETF (the “Sub-Fund”) are listed on The Stock Exchange of Hong Kong Limited (the “SEHK”).
17,These Units are traded on the SEHK like list ed stocks.
18,The Sub -Fund is a passively managed index tracking exchange traded fund falling under Chapter 8.6 of the Code on Unit Trusts and Mutual Funds.
19,"Objective and Investment Strategy Objective The Sub -Fund aims to provide investment results that, before fees and expenses, closely correspond to the performance of the MSCI Europe Quality 100% Hedged to USD Index (the “Index”)."
20,Strategy The Manager intends to adopt primarily a full replication strategy to achieve the investment objective of the Sub -Fund.
21,"The Manager may however, in the appropriate circumstances, choose to use a representative sampling strategy."
22,"When the Sub -Fund adopts the replication strategy, it will invest in substantially all the Index securities constituting the Index in substantially the same weightings (i.e."
23,proportions) as these Index securities have in the Index.
24,"When the Sub-Fund adopts the representative samp ling strategy, it will invest, either directly or indirectly, in securities comprised in the Index, or in securities that are not included in its Index, but which the Manager believes will help the Sub-Fund achieve its investment objective."
25,Investors should note that the Manager may switch between the full replication and representative sampling strategies without notice to investors and in its absolute discretion.
26,"There is no current intention for the Sub -Fund to engage in securities lending transactions, sale and repurchase transactions or reverse repurchase transactions."
27,The Sub-Fund intends to invest in currency forwards for hedging purposes.
28,"In implementing currency hedging, the Sub-Fund will replicate the hedging methodology of the Index by investing in the constituents of the MSCI Europe Quality Index and hedging the foreign currency exposure using one-month currency forward contracts, specifically by selling each foreign currency (i.e."
29,"Swiss Franc (CHF), British Pound Sterling (GBP), E uro (EUR), Swedish Krona (SEK), Danish Krone (DKK) and Norwegian Krone (NOK)) forward at the one-month forward date."
30,Please refer to the “Index” section below and to the Prospectus for further details of the hedging methodology of the Index.
31,The Sub-Fund currently does not intend to invest in any financial derivative instruments for non- hedging purposes (i.e.
32,investment purposes).
33,"Where the Sub-Fund does engage in securities financing transactions and/or invest in financial derivative instruments for inv estment purposes, prior approval shall be obtained from the SFC (if so required) and no less than 1 month’s prior notice (or such other notice period as required by the Code) will be given to the Unitholders."
34,3 The investment strategy of the Sub-Fund is subject to the investment and borrowing restrictions set out in the Prospectus.
35,"Index The Index is a float adjusted modified market capitalisation weighted index that is compiled and published by MSCI Inc., the Index Provider."
36,"The Index is designed to capture the performance of quality growth stocks from the MSCI Europe Index using a quality strategy defined by MSCI Inc., based on three main fundamental variables: high return on equity (“ROE”), stable year-over- year earnings growth and low financial lev erage, and at the same time represent the impact of currency hedging on the performance of the MSCI Europe Quality Index using one -month currency forwards."
37,"The investable universe of the Index comprises the existing constituents of the MSCI Europe Quality Index, which is a subset of the MSCI Europe Index universe."
38,"The MSCI Europe Index is a traditional market capitalisation weighted parent index constructed based on the MSCI Global Investable Market Indexes Methodology, and includes large- and mid-capitalisation stocks across the developed market countries in Europe and covers approximately 85% of the free float - adjusted market capitalisation the European developed markets equity universe."
39,The Index is constructed by ranking existing securities of the MSCI Europe Index based on their “Quality Scores” and selecting a fixed number of constituents from the MSCI Europe Index universe with the highest “Quality Scores”.
40,"“Quality Scores” are computed based on the average of ranking scores from three fundamental variables, namely ROE, debt-to-equity and earnings variability."
41,"In determining the number of securities for the Index, upward rounding -off applies to round up the minimum number of securities required to target the top 30% coverage of the market capitalisation of the MSCI Europe Index."
42,"To ensure further diversification, a 5% cap is applied at each semi-annual index review so that no single constituent has a weighting of more than 5% in the Index."
43,The Index is fully hedged to USD by notionally selling each foreign currency (i.e.
44,"CHF, GBP, EUR, SEK, DKK and NOK) forward at the one-month forward exchange rate at the end of each month."
45,"The Index is rebalanced monthly on the last weekday of the month, when the Index will take into account the effect of rolling into new one-month forward contracts based on the newly determined amount of currency to be sold for the next month’s index calculation."
46,"The Index was launched on 15 May 2015 and had a base level of 1,000."
47,The Index is a total return net index.
48,A total return net index calculates the performance of the index constituents on the basis that any dividends or distributions are reinvested after the deduction of any taxes that may apply.
49,"As at 28 February 2020, the Index had a total market capitalisation of USD2,986.38 billion and 125 constituents out of the eligible European markets defined by the Index."
50,The Index is denominated in USD.
51,"The Manager (and each of its Connected Persons) is independent of MSCI Inc., the Index Provider."
52,You can obtain the most updated list of the constituents of the Index and additional information of the Index including the index methodology with details of currency hedging component of the Index and the closing level of the Index from the website of MSCI Inc.
53,at https://www.msci.com/constituents.
54,This website has not been reviewed by the SFC.
55,Please refer to the Manager’s website for the latest hyperlink for the Index.
56,4 Use of derivatives / investment in derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub -Fund’s net asset value.
57,What are the key risks?
58,Investment involves risks.
59,Please refer to the Prospectus for details including the risk factors.
60,Concentration and Eurozone Risk • The Sub -Fund’s investments are concentrated in the developed markets of a single geographical region (i.e.
61,Europe).
62,The value of the Sub -Fund may be more volatile than that of a fund having a more diverse portfolio of investments.
63,• The Sub -Fund invests in stocks in the European markets.
64,Any adverse events affecting the European economy and the Euro (such as the default or threat of default by a European Union (“ EU”) member country on its sovereign debt and/or the exit of EU member countries f rom the Eurozone) and any ongoing concerns relating to such events may have a negative impact on the Sub -Fund’s investments in the European markets.
65,"Difference in Trading Hours Risks • As the European stock exchanges will be open when Units in the Sub -Fund are not priced, the value of the securities in the Sub -Fund’s portfolio may change on days when investors will not be able to purchase or sell Units."
66,Differences in trading hours between exchanges in Europe and the SEHK may increase the level of premium or discount of the trading price to the net asset value of the Units.
67,"Derivative and Hedging Risks • To achieve its investment objective, the Sub -Fund will invest in currency forwards for hedging purposes."
68,"Risks associated with financial derivative instruments such as currency forwards include counterparty/credit risk, liquidity risk, valuation risk, volatility risks and over -the-counter transactions risks."
69,Financial d erivative instrument s may involve an embedded leverage and any such leverage component can result in a loss significantly greater than the amount invested in the derivative by the Sub -Fund.
70,Exposure to financial derivative instruments may lead to a high risk of significant l oss by the Sub-Fund.
71,• There can be no assurance that any hedging techniques will fully and effectively eliminate the risk exposure of the Sub -Fund.
72,"Any costs and expenses arising from currency hedging transactions, which may be significant depending on pre vailing market conditions, will be borne by the Sub -Fund."
73,• Currency hedging will be performed irrespective of whether the target currency is declining or increasing in value.
74,Such hedging may preclude Unitholders from benefiting from an increase in the v alue of any such foreign currency relative to USD.
75,New Index Risk • The Index is a new index having only been launched on 15 May 2015.
76,"Given the Index is relatively new, the Sub-Fund may be riskier than other exchange traded funds tracking more established indices with longer operating history."
77,"5 Management Risk • Because there can be no guarantee that the Sub-Fund’s performance is identical to that of the Index, it is subject to management risk."
78,"This is the risk that the Manager’s strategy, the implementation of which is subject to a number of constraints, may not produce the intended results."
79,"In addition, the Manager has absolute discretion to exercise Unitholders’ rights with respect to securities comprising the Sub-Fund."
80,There can be no guarantee that the exercise of such discretion will result in the investment objective of the Sub-Fund being achieved.
81,Tracking Error Risk • The Sub-Fund may use representative sampling strategy.
82,"It is therefore possible that the Sub-Fund may be subject to a greater risk of tracking error, which is the risk that its performance may not track that of the Index accurately."
83,"Other factors such as fees and expenses, and inability to rebalance the Sub-Fund’s holdings in response to changes to the Index may also cause tracking error."
84,There can be no assurance of exact or identical replication at any time of the performance of the Index.
85,Investment Risk • The Sub -Fund is an investment fund.
86,There is no guarantee of the repayment of principal.
87,Therefore your investment in the Sub-Fund may suffer losses.
88,Foreign Exchange Risk • An investment in the Sub-Fund may directly or indirectly involve exchange rate risk.
89,The constituent securities of the Index may be denominated in currencies other than the base currency of the Sub-Fund (which is the HKD).
90,Fluctuations in the exchange rates between such currency and the base currency may have an adverse impact on the performance of the Sub-Fund.
91,Passive Investment Risk • The Sub -Fund is not actively managed and will not adopt any temporary defensive position against any market downturn.
92,"Therefore when there is a decline in the Index, the Sub -Fund will also decrease in value."
93,Investors may suffer significant losses accordingly.
94,"Trading Risk • Generally, retail investors can only buy or sell Units on the SEHK."
95,The trading price of the Units on the SEHK is subject to market forces and may trade at a substantial premium or discount to the net asset value per Unit.
96,• As investors will pay certain charges (e.g.
97,"trading fees and brokerage fees) to buy or sell Units on the SEHK, investors may pay more than the net asset value per Unit when buying Units on the SEHK, and may receive less than the net asset value per Unit when selling Units on the SEHK."
98,"Reliance on Market Makers Risk • Although the Manager ensures that at least one market maker will maintain a market for the Units of the Sub -Fund, it should be noted that liquidity in the market for the Units may be adversely affected if there is no market maker for the Units of the Sub -Fund."
99,The Manager will seek to mitigate this risk by ensuring at least one market maker for the Units of the Sub -Fund gives not less than 3 months’ notice prior to terminating market 6 making.
100,"It is possible that there is only one SEHK market maker to the Sub-Fund or the Manager may not be able to engage a substitute market mak er within the termination notice period of a market maker, and there is also no guarantee that any market making activity will be effective."
101,"Early Termination Risk • The Sub-Fund may be terminated early under certain circumstances, for example, where the Index is no longer available for benchmarking or if the aggregate net asset value of all the Units of the Sub -Fund is less than HKD100 million."
102,Investors should refer to “Termination” in the Prospectus for further details.
103,Investors may suffer a loss when the Sub-Fund is terminated.
104,How has the fund performed?
105,• Past performance information is not indicative of future performance.
106,Investors may not get back the full amount invested.
