sentence_id,text
0,"Hang Seng Investment Index Funds Series II Hong Kong Offering Document Important – If you are in any doubt about the contents of this offering document, you should consult your broker, bank manager, solicitor or accountant or other independent professional financial adviser."
1,Investors should note that this document relates to Sub-Funds which may offer (i) both Listed Class Units and Unlisted Class Units or (ii) Listed Class Units only.
2,"The SEHK, the Securities and Futures Commission in Hong Kong (the “ SFC”) and Hong Kong Securities Clearing Company Limited (the “ HKSCC”) take no responsibility for the contents of this offering document, including the Product Key Facts Statement for each Sub-Fund (as defined on page i), make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of the contents of this offering document."
3,Each of t he Trust (as defined on page i) and each Sub -Fund has been authorised as a Collective Investment Scheme by the SFC.
4,"The SFC takes no responsibility for the financial soundness of the Trust, any Sub -Fund or for the correctness of any statements made or opinions expressed in this offering document."
5,SFC authorisation is not a recommendation or endorsement of a scheme nor does it guarantee the commercial merits of a scheme or its performance.
6,It does not mean the scheme is suitable for all investors no r is it an endorsement of its suitability for any particular investor or class of investors.
7,Hang Seng Investment Management Limited 27 January 2026 i This offering document relates to the offer in Hong Kong of units (the “Units”) in the Hang Seng Investment Index Funds Series II (the “ Trust”) and its sub-funds.
8,"The Trust is an umbrella unit trust established under Hong Kong law by a trust deed dated 10 September 2004, as supplemented, amended and restated from time to time (the “Trust Deed”), entered into between, amongst others, Hang Seng Investment Management Limited (the “Manager”) and Cititrust Limited (the “Trustee”)."
9,The Trust can have a number of sub -funds (the “Sub-Funds” or individually a “Sub-Fund”).
10,"Where specified in the relevant Appendix, a Sub -Fund may issue (i) both Listed Class Units and Unlisted Class Units or (ii) Listed Class Units only."
11,"For a Sub-Fund which issues both Listed Class Units and Unlisted Class Units, a separate set of the Product Key Facts Statement will be available for each of the Listed Class Units and Unlisted Class Units."
12,"The Units of the HSI ESG Enhanced Select Index ETF (the “HSI ESG ETF”) are listed on The Stock Exchange of Hong Kong Limited (the “SEHK”) and the Units of the HSI ESG ETF have been accepted as eligible securities by Hong Kong Securities Clearing Company Limited (“ HKSCC”) for deposit, clearing and settlement in the Central Clearing and Settlement System (“ CCASS”)."
13,Settlement of transactions between participants of the SEHK is required to take place in the CCASS on the second CCASS settlement day after any trading.
14,All activities under the CCASS are subject to the General Rules of the CCASS and CCASS Operational Procedures in effect from time to time.
15,The Units of the HSI ESG ETF may also be listed on other stock exchanges in the future.
16,"Application has been made to the SEHK for the listing of, and permission to deal in the Listed Class Units of the Hang Seng High Dividend 30 Index ETF (“HSHD30 ETF”)."
17,"Subject to compliance with the admission requirements of HKSCC, the Listed Class Units of the HSHD30 ETF will be accepted as eligible securities by HKSCC for deposit, clearing and settlement in the CCASS with effect from the date of commencement of deali ngs in the Listed Class Units of the HSHD30 ETF on the SEHK or such other date as may be de termined by HKSCC."
18,Settlement of transactions between Participants on the SEHK is required to take place in the CCASS on the second CCASS Settlement Day after the trading day.
19,All activities under the CCASS are subject to the General Rules of HKSCC and HKSCC Operational Procedures in effect from time to time.
20,The HSHD30 ETF currently also offers Unlisted Class Units.
21,Selling and Holding Restrictions Permission for the offering of any Units in Hong Kong and the distribution of this offering document (including the Product Key Facts Statement for each Sub-Fund) in Hong Kong has been obtained.
22,Units may also be listed on other stock exchanges in the future.
23,"For the authorisation/listing status of a Sub-Fund in the relevant jurisdiction(s), investors may contact the authorised agent(s) in the relevant jurisdiction(s) or the Manager."
24,The distribution of this offering document and the offering of the Units may be restricted in certain jurisdictions.
25,"This offering document does not constitute and should not be regarded as an offer or solicitation by anyone in any jurisdiction where such offer or solicitation is not authorised or may be unlawful, where the person making such offer or solicitation is not authorised to make it or where the person receiving such offer or solicitation may not lawfully receive it."
26,"In particular:- (A) Units have not been and will not be registered under the United States Securities Act of 1933, as amended (the “Securities Act”) or under the securities laws of any state and Units have not been and will not be registered under the Investment Company Act of 1940, as amended (the “Investment Company Act”)."
27,"Units may not be offered or sold to, transferred to or acquired by any “U.S."
28,Person” (a “US Person”) and may not be directly or indirectly offered or sold in the U.S.
29,or for the benefit of a US Person.
30,"For the purposes of this restriction, the term US Person shall mean the following: 1."
31,An individual: i.
32,who is deemed a resident of the U.S.
